,business_id,bet_total,degree_total,deg_cen_total,clo_total,cluster_total,eigen_total,k_core_total,avg_n_d_total,open
19,MKBXPWocpfd196680kx4Ig,0.009622859,172,0.405660377,0.623529412,0.418672651,0.069523924,74,106.1686047,1
20,sldKc-I-PDQg973dIf4Yyg,0.003609307,133,0.313679245,0.584827586,0.716564138,0.078987197,106,132.1052632,0
21,qKCYXulWC-SlD2BTc_SUzQ,0.013535825,201,0.474056604,0.651305684,0.450895522,0.096857459,106,113.6467662,1
22,gY-_DMsOpYzSGxHp8Pqigg,0.000187433,28,0.066037736,0.48960739,0.634920635,0.008537324,22,87.5,1
23,GrQhGmJ4sEBu8uVo8gAaGw,0.001262812,108,0.254716981,0.556430446,0.663551402,0.053425152,74,124.25,1
24,jICAZqd25tqWiOdErWgufA,2.53E-05,21,0.049528302,0.478555305,0.842857143,0.009720089,19,122.4285714,1
25,Lg5F2e02jBaK0lrqbc8SRw,0.0012201,64,0.150943396,0.524103832,0.524801587,0.025729183,44,110.203125,1
26,AAaF8hc_KTjhi-2HzWdsRg,0.010571296,160,0.377358491,0.610951009,0.577751572,0.084989265,106,121.625,1
27,tOnHeSrUQ3hGGnxrmCCiQg,0.004175862,178,0.419811321,0.625368732,0.583444423,0.097812645,106,126.8820225,1
28,bqcemu1Y-ZTX8haoRqQQog,0.009353004,158,0.372641509,0.609195402,0.5754253,0.084908647,106,122.835443,1
29,iqNw9UHBlsumItmncc8zAA,0.022615038,200,0.471698113,0.651305684,0.44361809,0.095091335,106,112.5,1
30,7GFd-ao4w7MzUDb-qz-ayg,0.005973644,107,0.252358491,0.561589404,0.403279845,0.04065011,54,102.364486,1
31,NKaI-TV3XozbIi58MS2ssw,0.014570052,226,0.533018868,0.6784,0.429891839,0.107330566,106,112.7522124,1
32,kOfQyegQ7As4JPCpuQSZuQ,0.014129335,184,0.433962264,0.635682159,0.475766215,0.091077435,106,115.6086957,1
33,zCVSAxJF62U8kZ8uUKA6Ug,0.012731334,189,0.445754717,0.637593985,0.528368794,0.09917047,106,121.5820106,1
34,DPQt9KMXB9i0lF7ib3F5Mw,0.011885748,139,0.327830189,0.591352859,0.38025232,0.051642535,55,99.48201439,1
35,QUl85k7lKTvY1ry0sIoBgA,0.002100224,53,0.125,0.515188335,0.423802612,0.018836229,34,95.94339623,1
36,oxPnV43-BYdXRpKfAWbmMg,3.33E-06,19,0.044811321,0.476940382,0.964912281,0.009597528,18,129.8421053,1
37,ac8dhJhjJgan5T-_KHu_9w,0.00099126,25,0.058962264,0.485681558,0.643333333,0.010415516,19,109.24,1
38,q_qBMxTjNX3w17SF3o8wWg,0,18,0.04245283,0.476404494,1,0.00890152,18,128.7777778,0
39,CId0P8GkPJxBVXKgWyM2tA,0.008628105,150,0.353773585,0.603129445,0.609485459,0.081347278,106,124.1333333,1
40,mH812zDFXzfe-soYKB1E7A,0.004199091,85,0.200471698,0.542893726,0.587394958,0.036249531,54,116.5882353,0
41,nkS1No7nnXaQcTjPLsCJTw,0.012626542,179,0.422169811,0.625368732,0.413658904,0.073636992,74,106.8826816,1
42,rpSKQ-pHcRxKCNuhoEZ2iw,0.001929227,98,0.231132075,0.550649351,0.49905323,0.041364804,55,112.5,1
43,lxptrd5mnV0dZ9aTKEOy0g,0.006564391,111,0.261792453,0.563829787,0.456183456,0.044922019,55,107.6306306,1
44,DlH3OmOOJuz5hNU6THjJCA,0.002250472,118,0.278301887,0.567603748,0.610893814,0.054967642,74,120.779661,1
45,DeiWR9aL18WpVyzuey7dGg,0.000367006,48,0.113207547,0.51145959,0.778368794,0.023059743,43,129.4375,1
46,vcvXl_EBMAO5ogIEApkfwA,0.002124778,77,0.181603774,0.534005038,0.572795625,0.035074264,54,120.2337662,1
47,QnClRGIbIj3Ad2CAueSRQw,0.004995149,102,0.240566038,0.553524804,0.496408464,0.0410822,55,109.2156863,1
48,f1Qz5IoAcCF-fGMOfCXpSg,0.0119364,183,0.431603774,0.633781764,0.488680718,0.092258571,106,117.0655738,1
49,u_QcgQDztf0juiqHooRqxQ,4.09E-05,40,0.094339623,0.504161712,0.924358974,0.019700523,39,133.675,1
50,h3oTapYP5Q1G_u1t9xN64g,0.001120921,91,0.214622642,0.547803618,0.585347985,0.039796724,55,118.5934066,1
51,fKEwqLzYhcW9pt1rMpfK2A,0.000956927,77,0.181603774,0.536030341,0.635338346,0.032910253,54,117.5974026,1
52,HTTgh_AzAfC09l2WyRZX5w,0.009531028,195,0.45990566,0.64339909,0.464393339,0.095764936,106,114.9384615,1
53,H_N5mmhIApJuh-FLG-2txg,0.002373961,109,0.257075472,0.563829787,0.498470948,0.041525586,54,106.0366972,0
54,HZc_AmZTP9UJLygjXBGlkg,0.001540102,80,0.188679245,0.540127389,0.562341772,0.030726294,48,108.175,1
55,m1xsKQP-gP1eL1_hFAmyhA,0.009218121,170,0.400943396,0.623529412,0.552732336,0.090870969,106,123.5529412,1
56,XjueQh8rz0RiUWCUzGYY-A,0.001694527,120,0.283018868,0.570659489,0.620168067,0.057205669,74,123.325,1
57,gHU8sHbkHaduYSFAd8C4Ng,0.005589599,107,0.252358491,0.56010568,0.482454594,0.043459672,55,107.8411215,1
58,d4r8kOr0ZSpH2MnVoMZzbQ,0.00572868,162,0.382075472,0.607449857,0.482861744,0.070365048,74,113.808642,1
59,UX0dUr8Q9IgUpN6GxdneIQ,0.006628843,122,0.287735849,0.576086957,0.44709389,0.048818957,55,107.9754098,1
60,UFhXPp4kA9zwbjdkUivTiA,0.007831827,164,0.386792453,0.611832612,0.452117313,0.068933436,74,110.0060976,1
61,WPhNbOH_AocROquwLMDl1A,0.00970741,199,0.469339623,0.650306748,0.469925384,0.098358939,106,116.638191,1
62,XtaO8ZryRE-cp7fvWP1xdw,0.010623748,133,0.313679245,0.581618656,0.513328776,0.058495664,74,112.6090226,1
63,8ouXXM4deqhSREG1QPXaFA,0.010123141,127,0.299528302,0.578444748,0.450068741,0.048538482,55,105.2125984,0
64,B3gjclBEA5cL4TooZUjYkw,0.021521132,252,0.594339623,0.7090301,0.38879403,0.113712811,106,108.468254,1
65,WhuwyDN8C6dOGsgcdXA3Xw,0.011056008,181,0.426886792,0.634730539,0.492387968,0.090590362,106,116.4198895,1
66,TZI0KlF9whWU1JgUjIRP_Q,0.000233434,54,0.127358491,0.520245399,0.766596785,0.025059575,46,128.5740741,1
67,L8ptAswq0UvUwXdnVWjE8Q,0.016627088,221,0.521226415,0.674085851,0.410119292,0.101681352,106,109.8823529,1
68,nNlj8cScT8uG6zeXpgstHg,0.009819418,206,0.485849057,0.656346749,0.448164812,0.099606169,106,113.815534,1
69,O7gAxbZxe6r2SSzDaA568w,0.010766681,156,0.367924528,0.602272727,0.439867659,0.066445023,74,108.5833333,1
70,ksC0xdA6QeNuLpew_Lvluw,0.003636225,137,0.323113208,0.585635359,0.538965221,0.060449209,74,116.080292,0
71,OPckVDslcDH7v98nwtt5jw,0.005826657,79,0.186320755,0.538754765,0.59104187,0.033407797,54,115.7088608,1
72,IvdsbInH0OAjk2lIiuGxJw,0.008719207,207,0.488207547,0.657364341,0.492050091,0.105246335,106,119.5362319,1
73,aM0RwIaM3IRrCb4mtLwPig,0.00577139,194,0.45754717,0.641452345,0.529138401,0.101566901,106,121.9484536,1
74,Wo5kOFvtYYP1euhiAJav-w,0.005378271,97,0.228773585,0.553524804,0.701890034,0.046266483,74,122.6082474,1
75,ggmtudEwKHHDd9sq2CvqLQ,0.000316907,41,0.096698113,0.507784431,0.615853659,0.017925961,37,115.4634146,1
76,UTTXRaoaowgCDrkkZtwHVQ,0.007774462,156,0.367924528,0.608321377,0.574689826,0.084274851,106,122.474359,1
77,qrCIf32eIwBG8tPdjd59Xg,0.011976448,94,0.221698113,0.55136541,0.369251887,0.031603808,46,92,1
78,C-3H0JM_J3Ow3u-8dwjhnA,0.019199783,157,0.370283019,0.604850214,0.332925037,0.057590271,62,97.21019108,1
79,eV0EsRRpx4M8tWr2W4Laxw,0.006665029,118,0.278301887,0.572972973,0.40069535,0.044435455,55,100.2711864,1
80,DEHWrvG-2mpR0zB_HQY1pg,0.003960528,56,0.132075472,0.522811344,0.505844156,0.018894066,39,96.17857143,1
81,2fS1ssXEmuXH7t2zNx_DZQ,7.76E-05,25,0.058962264,0.485681558,0.776666667,0.011140729,23,115.12,1
82,EA6Ym63TtF9ntTrkZgkyJA,0.000535945,45,0.106132075,0.504761905,0.562626263,0.015351716,33,96.08888889,1
83,NJcyFik3drl9bOX6fsPEMg,0.00066971,54,0.127358491,0.513317191,0.558350804,0.020016059,38,102.7777778,1
84,6Ai-Uz3h9eC7UiaLvR-irA,0.000763444,34,0.080188679,0.485681558,0.575757576,0.012405574,28,97.64705882,1
85,SXMFJo-4eB5YbhHYMCLYFA,0.000146626,37,0.087264151,0.492450639,0.713213213,0.015404012,30,112,1
86,9jSE6VWYhI_4NRwoXRQQ4w,0.000585758,35,0.08254717,0.487356322,0.574789916,0.01169315,27,91.97142857,1
87,Rw3wYzqmc_GtI8Ocx2xHUA,3.96E-05,26,0.061320755,0.481271283,0.812307692,0.010555742,25,109.8076923,1
88,oTIVPCW7ca5xjAJsB6oXJw,0.000150248,25,0.058962264,0.476940382,0.783333333,0.008610443,23,95.2,1
89,_CEgkUvPLL-omIutKaWs5Q,0.001882003,128,0.301886792,0.58002736,0.756274606,0.077210827,106,134.1484375,1
90,qjM94mEJRjhcFZfjJ0zXVg,0.019750137,216,0.509433962,0.665620094,0.434969854,0.102922815,106,111.6388889,1
91,cs8VO_3-doSW0mwH-8aAjA,0.000736683,67,0.158018868,0.522811344,0.658977838,0.027407015,48,110.6865672,0
92,lSZ1IMqd3ctUB9mzf22AEQ,0.000865416,41,0.096698113,0.494749125,0.506097561,0.012596049,29,82.73170732,1
93,rgu4D8r828sQvPM4p3k4XQ,0.007059461,142,0.33490566,0.588888889,0.464688842,0.059884909,74,109.584507,1
94,bm8_IYhdxx20XFWYCHYrSg,0.003834604,75,0.176886792,0.536030341,0.478918919,0.025360108,46,96.90666667,1
95,fkW1FJY_x-iw7tG3dz3wZg,0.000633186,65,0.153301887,0.520884521,0.684615385,0.026661881,48,111.6461538,0
96,OBRi8m0U1uZISuMsmrNwdw,0.00598895,122,0.287735849,0.571428571,0.54613196,0.050333862,74,109.5409836,1
97,ucNCtUDrAF3rf6rYNdIEpg,0.000137476,41,0.096698113,0.493597206,0.845121951,0.01542163,38,107.6829268,1
98,A2aS1RVe9nM-CiLa0vN69w,0.000283057,57,0.134433962,0.515815085,0.705513784,0.023386758,46,114.8596491,1
99,8QhUXk_Y89rMmQHzzBLNBQ,0.000972557,75,0.176886792,0.528678304,0.620900901,0.031121207,49,113.2,1
100,FJQLkkXYvukWFTJMMJvpOg,0.001168517,104,0.245283019,0.556430446,0.679051531,0.046771164,74,117.8846154,1
101,hoMYlkrb_FVGHxgX4s9QOA,0.011915633,188,0.443396226,0.639517345,0.492263056,0.092593736,106,116.5053191,1
102,xljcv1ceFxU4HtMxVnby_g,0.000742843,64,0.150943396,0.52345679,0.633928571,0.021827808,46,99.25,1
103,jptSDzDj9XS82tlJk7T1mg,0.002918199,57,0.134433962,0.515188335,0.619047619,0.020875926,46,104.2105263,1
104,Vj3Dvf9OwTrEZiOzpwr4-w,0.000566607,52,0.122641509,0.513939394,0.716440422,0.021607568,46,115.25,1
105,ZgBGrt_faLaLk273rEyRdA,0.000620501,67,0.158018868,0.524752475,0.646313885,0.023293774,46,102,1
106,Mhv_TCsXRVOfeatAZnm3xg,0.000265531,47,0.110849057,0.504761905,0.74560592,0.018160554,41,109.6808511,1
107,LuCrgEAXPoE0lcBnrVijQQ,0.001255086,59,0.139150943,0.517073171,0.590298071,0.023872669,46,109.6440678,1
108,DOYwzDK08AmZJxaoCv-7Cw,0.000224631,54,0.127358491,0.509003601,0.714884696,0.022267019,46,115.537037,1
109,OsNORlL36i6ucMO9EEhNoA,0,36,0.08490566,0.49017341,1,0.013851241,36,111.0833333,1
110,S1K_mg24V0704Le6B8x0AQ,0.001129858,47,0.110849057,0.512077295,0.74653099,0.019603033,42,115.9361702,1
111,PsKXNVUfzpTGKZuAeSSgTA,0.000517993,61,0.143867925,0.515188335,0.65136612,0.024171661,46,111.295082,1
112,oHIWHZQAO6N2QezzrGWpsw,0.001953303,102,0.240566038,0.557161629,0.525140749,0.037462304,54,103.4117647,1
113,bgBafNxzbhvsC4GAivwWtQ,0.003259264,170,0.400943396,0.62079063,0.621023321,0.096132097,106,129.9470588,1
114,H3mGN-sqRLpXrHlhbc_8zA,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,0
115,dSRFd9z_EpnW0-CCqmpPsg,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,0
116,ivlbvS9I0457UyljErTDcw,0.00210677,101,0.238207547,0.550649351,0.679405941,0.047566667,74,119.9009901,1
117,3C70DNk7sa0KuRJu3zKiXQ,0.004638522,131,0.308962264,0.583218707,0.534468585,0.05728494,74,114.2900763,1
118,7jt9kAnYOweq9y2I0uE1Dw,0.003553051,85,0.200471698,0.536708861,0.803641457,0.040187485,74,119.4705882,1
119,SqbXhueVJl4F4rbc2193wg,0.001832625,122,0.287735849,0.569892473,0.60669286,0.057414661,74,120.8852459,1
120,uMI7fuUCZ8Bgy_xq37JuJQ,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,1
121,f2PQkagSYmdKKCQgE1fFTA,0.000793169,101,0.238207547,0.55136541,0.71980198,0.047302164,74,119.6138614,1
122,fIPiGSlvwxHf7_R2FL4KDQ,0.001743955,94,0.221698113,0.547096774,0.730267673,0.044717345,74,121.9893617,1
123,8zLDRM77DWRps7k2hnoOPA,0.004195783,191,0.450471698,0.639517345,0.548691099,0.101890857,106,124.565445,0
124,0OTWK0GcabvOWfaqqJsBxw,0.001396264,86,0.202830189,0.5373891,0.796169631,0.039847581,74,119.1744186,1
125,IjmbpK1bK8r3-c4bBb9N6Q,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,0
126,3hrqeq7BVC8RP3rJBgCcIA,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,1
127,z1eBRYqP3VjQwuu0HbjDjw,7.94E-05,76,0.179245283,0.529338327,0.957894737,0.037830787,74,126.0657895,1
128,_J9JwsqYf1hKdtsE7A9OnA,5.82E-05,75,0.176886792,0.528678304,0.976576577,0.037225147,74,126.16,1
129,0WiuRhBf8WQlr1UqFgKEXQ,0.003166633,124,0.29245283,0.57219973,0.555337005,0.056512184,74,116.766129,1
130,4lanRbZT3tZx9Gv63SO7kQ,0.001568011,112,0.264150943,0.564580559,0.643178893,0.054248217,74,123.0803571,1
131,8BlSo_rH0CUlkpogYMeN8Q,0.002503025,124,0.29245283,0.573748309,0.573564123,0.055840477,74,115.6612903,1
132,Ds15PXK8uFDvkvVDaBuOVw,0.004040618,86,0.202830189,0.538754765,0.782216142,0.040216398,74,118.3488372,1
133,BD5L_swLr5x6NFh7nzWEJA,0.00199275,121,0.285377358,0.568364611,0.601239669,0.055801672,74,117.677686,0
134,pb8ZcncghqEFyte3-6nJWg,0.000329584,78,0.183962264,0.532663317,0.921744922,0.038234595,74,124.8076923,0
135,gw8c-CiE_6mAhJmG7aqxlw,0.012832405,215,0.507075472,0.663536776,0.453118887,0.104545687,106,114.1209302,1
136,PNyQejGIQy_oNCu3qIKRRg,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,0
137,GKe4j0FMpaN_4QUcSSUPcw,0.001396264,86,0.202830189,0.5373891,0.796169631,0.039847581,74,119.1744186,1
138,Xip3lJW6qUXCWoP8ieGF7g,0.000773112,84,0.198113208,0.536708861,0.83448078,0.041076684,74,123.202381,1
139,tpR2U16lkQJI5TK4AOZH7w,0.005305754,180,0.424528302,0.629080119,0.568466791,0.097614669,106,125.0888889,1
140,yqPt0KX2PmJjjJ_FB48r3g,0.002361403,103,0.242924528,0.553524804,0.667808871,0.049334094,74,121.0485437,1
141,c74DXZNvjNgOMKKwaL8HUg,0.005243646,150,0.353773585,0.598025388,0.470782998,0.063302483,74,110.3133333,1
142,fkdzXWjseG1gKubQD_fkGg,0.000463329,93,0.219339623,0.544287548,0.780738663,0.046267581,74,126.1075269,1
143,mJxdH_5Oy4kARMwO4KF_bg,0.003249583,99,0.233490566,0.554973822,0.656565657,0.044067421,74,115.1212121,1
144,VaTVq_DMtcu38LrHcxdvLw,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,1
145,_C9P5NuoOEMP5sSqDdHEJA,0.004010074,185,0.436320755,0.632835821,0.562690952,0.099551001,106,124.5567568,0
146,rrcU9G5p62u9CTQOTIBIxQ,0.001488447,115,0.271226415,0.563829787,0.643478261,0.054016215,74,121.4434783,0
147,zCCSkDIz7KUHoDDdN64L7Q,0.001870021,163,0.384433962,0.610951009,0.65901689,0.094466667,106,132.202454,1
148,cVQWrQpeKsQVphwW_6LcpQ,0.001870021,163,0.384433962,0.610951009,0.65901689,0.094466667,106,132.202454,1
149,WS1tXjucYwsln41EnK6gJw,0.000793169,101,0.238207547,0.55136541,0.71980198,0.047302164,74,119.6138614,0
150,3uIRIs9Bs1ImPjfQp-lYoA,0.002073874,111,0.261792453,0.562334218,0.633087633,0.054423583,74,122.3423423,1
151,jVAsYNTmNE1q6tttEv2P-w,0.009036992,172,0.405660377,0.618978102,0.603155175,0.095624346,106,127.25,1
152,Y2ClurK-CH47qiaxwyu4WQ,0.017298528,218,0.514150943,0.665620094,0.431573162,0.103311964,106,111.0504587,1
153,n_n_WnX-CrjOLpHDr6Xgzg,0.001767311,108,0.254716981,0.561589404,0.640186916,0.048965864,74,118.5740741,1
154,igf4FRdL8qxIpYWYw5WYKA,0.000827781,103,0.242924528,0.552803129,0.711022273,0.048829494,74,121,1
155,wSGnhcKdwG0HdyxNhJPm4Q,0.001870021,163,0.384433962,0.610951009,0.65901689,0.094466667,106,132.202454,0
156,sFP7NkMVdr8KaZ32zjYQaA,0.000203762,81,0.191037736,0.533333333,0.89382716,0.040537175,74,127.037037,1
157,G8RItqxdcG89jOKUk-neZw,0.003488779,93,0.219339623,0.544987147,0.718092567,0.042936288,74,117.9139785,1
158,Qi61w8ZGqtipWfoALZq1hw,0.000299051,80,0.188679245,0.531328321,0.894620253,0.039597047,74,125.3125,1
159,TbPbHknC5EMptGyoq0uK3A,0.00291399,140,0.330188679,0.585635359,0.544193217,0.063106349,74,116.4928571,1
160,AThVusdWIYLmXMCVFN5n2w,0.000920933,94,0.221698113,0.544287548,0.737588652,0.044697527,74,120.9042553,1
161,ZwguYsK83tel85bPkuURQQ,0,74,0.174528302,0.527363184,1,0.037098905,74,127.4324324,1
162,Cu4mKzo8TsOEzZJuF4EAXA,0.001814609,89,0.20990566,0.540816327,0.741573034,0.040292554,74,115.6179775,1
163,#NAME?,0.002756549,98,0.231132075,0.549222798,0.6987166,0.04681767,74,121.1938776,1
164,NCaqjfK-3uCGhixn4LD7Ug,0.002066657,97,0.228773585,0.547096774,0.731743986,0.047298463,74,123.3608247,1
165,oAJFC0pUXJ1wHOehhgbmYQ,0.00154767,102,0.240566038,0.550649351,0.683944865,0.049419287,74,122.745098,1
166,kJYmRN3h_Uihnje_mEQlvw,0.00041519,111,0.261792453,0.566088117,0.927764128,0.073142181,106,143.1531532,1
167,mzvmAOdaxImvqfqmHQrEkA,0.001596797,55,0.129716981,0.519607843,0.522558923,0.021354096,39,107.0363636,1
168,0h64oEQLhlMrrsko7B1eNA,0.007689979,190,0.448113208,0.638554217,0.48866611,0.095052079,106,117.1,1
169,zUXC9zZApdSehZVbT7cgYg,3.17E-05,13,0.030660377,0.458378378,0.666666667,0.006266028,13,118.0769231,0
170,0Q7ftIbv1r7Jiupuxi7WDw,1.32E-05,9,0.021226415,0.45106383,0.722222222,0.004496027,9,128.5555556,1
171,UgdA4TRbbOvmsubfp9b03Q,7.72E-05,14,0.033018868,0.473743017,0.604395604,0.006994732,13,133.3571429,1
172,VjUooAwjEk8kNf4RAasxdg,0.001934286,122,0.287735849,0.575305292,0.798130335,0.075500116,106,136.0983607,1
173,hhCpRudOwsKhqnDFahXfZA,0.016873617,193,0.455188679,0.6443769,0.447376943,0.092741069,106,112.626943,1
174,u_xD7-AhxnhDz3lpTYCMhA,0.002100275,71,0.16745283,0.526054591,0.570623742,0.02976157,49,109.5915493,1
175,rOVEvIMMA0f7-PakoMtjtA,5.41E-05,26,0.061320755,0.486796785,0.812307692,0.011497846,24,115.2307692,1
176,nSfVhbKMbB72kb48ALuC4Q,0.001395768,54,0.127358491,0.512077295,0.514325646,0.022099246,36,103.7962963,1
177,HhRsdzXs__gDxZ7K3RWLdg,0.00069175,67,0.158018868,0.528678304,0.575757576,0.030842131,50,120.5223881,1
178,MDIliph5bpimXzXq8m8TMw,0.003603895,100,0.235849057,0.554973822,0.496969697,0.039639263,54,107.02,0
179,upQpcnTaJXNV5Gh3DN6TBg,0.00368483,126,0.297169811,0.578444748,0.769904762,0.076914419,106,134.6746032,1
180,dvZkN9RW6juVCyRolSyYAQ,0.003943915,147,0.346698113,0.599717115,0.632466685,0.082899279,106,126.8367347,1
181,#NAME?,0.001084012,63,0.148584906,0.522811344,0.583205325,0.030413671,49,124.3333333,1
182,fmYWSos9ySdLN6zkcS5cNg,0,21,0.049528302,0.474804031,1,0.011215363,21,137.6666667,1
183,Gq9Cb7HsJSx-fLY2w16iZw,0.006013948,176,0.41509434,0.627218935,0.524805195,0.091041629,106,119.6477273,1
184,WUV8x3y7LdX-bpLyNrWnrQ,0.000283399,111,0.261792453,0.566088117,0.930548731,0.073289638,106,143.5135135,1
185,wwTIhfgZRwYJuyygUQ3WAw,0.004276206,98,0.231132075,0.554248366,0.433200084,0.037897207,54,102.2142857,1
186,cK-Aa0DUAUHJmNTJQc109Q,0.00044214,24,0.056603774,0.4801812,0.496376812,0.007792799,20,85.45833333,1
187,yAvKBD9f54Mncwqd_DRDIg,0.000360513,33,0.077830189,0.494749125,0.628787879,0.015663109,28,121.6969697,1
188,ia4OINUjKlm8tbpI3i2s5w,0,5,0.011792453,0.4295846,1,0.0021808,5,119.4,1
189,g15qf0dUuu_aMN3mpY5quA,0.006938432,156,0.367924528,0.607449857,0.601571547,0.084976815,106,124.3846154,1
190,4fZtwMekeFdChOBQizz8Fg,0,6,0.014150943,0.446786091,1,0.004148126,6,177.1666667,1
191,_lhblpeTBbfG3TnWLLEGBw,0.010680449,188,0.443396226,0.638554217,0.478040733,0.093856137,106,115.7074468,1
192,GeQ03iVyEc653Z9U8doO7A,0.002049189,82,0.193396226,0.5373891,0.530563083,0.034558125,53,109.1219512,1
193,kvWf4Z4afJvWZdkCVxDyeg,0.017146988,217,0.511792453,0.667716535,0.417989418,0.100211542,106,110.5207373,1
194,ffeXXtc122dtJKUbTwBSrQ,2.31E-05,15,0.035377358,0.458874459,0.685714286,0.006766444,15,114.6,0
195,ZuNZZsIId-0PIpTFQoWR8g,0.011145616,181,0.426886792,0.631892697,0.493124616,0.090198861,106,116.2430939,1
196,Eq-BpslGrZ2wDes-8miHIQ,0.000140303,28,0.066037736,0.485681558,0.666666667,0.009757785,26,97.64285714,0
197,co2KapMLsKfc7fi2_GefXQ,0.003798852,78,0.183962264,0.534005038,0.517149517,0.030326511,49,103.2948718,1
198,JfmueQg8DCnM8cOHMU8mAg,4.04E-06,2,0.004716981,0.359932088,0,0.000405999,2,54,1
199,gKrRXJNjGlZHsoJ7oBbb3g,0.004103622,142,0.33490566,0.593006993,0.666466886,0.081656452,106,129.7746479,1
200,xCUUzCt4EqRiVrsFl6hiYQ,0.007834109,71,0.16745283,0.534005038,0.459959759,0.026501667,46,99.94366197,1
201,u9KzJQFIh49y7KacPbaNaw,0.001515365,39,0.091981132,0.502369668,0.730094467,0.018676833,38,124.1025641,1
202,Hn4X80Mughw7s2ImIUipaw,0.006567134,163,0.384433962,0.610951009,0.56479588,0.087818777,106,122.7361963,1
203,5xXr_KnqboB4SclCe9d9jg,0.001757753,52,0.122641509,0.512077295,0.472096531,0.020714962,38,102.1153846,1
204,ebMNlzXkEl2lOVuXjgQgmA,0.000434997,36,0.08490566,0.502369668,0.641269841,0.017814679,30,126.4722222,1
205,iIMc7_Kuipe4IO9CXPjk1A,0.003117713,123,0.29009434,0.576086957,0.785685726,0.07525092,106,134.1463415,1
206,41tFQSXt68OyPDbm3GAQdQ,0.011791616,140,0.330188679,0.592178771,0.643884892,0.078270332,106,124.3571429,1
207,bVg-aNsf3KNJ4oSuuhw-AA,5.82E-05,28,0.066037736,0.48960739,0.804232804,0.014099148,27,126.75,1
208,iqabqwO_ZzWDZfasJy4ILQ,0,19,0.044811321,0.478015784,1,0.009093435,19,122.3157895,1
209,fvZZp-gKF6HfoIZMhh2XtA,0.000664072,119,0.280660377,0.57219973,0.847172767,0.075412395,106,138.8655462,1
210,tY_GK6bi7iyKF2RjpV5cFw,0.000703988,40,0.094339623,0.498823529,0.594871795,0.018385538,31,115.75,1
211,Z2z3OKOAIFv1rLSBFYr6lw,8.65E-05,28,0.066037736,0.49017341,0.71957672,0.01346425,27,123.5,1
