,cluster,k_core,avg_n_d,bet_pos,cluster_pos,k_core_pos,avg_n_d_pos,bet_neg,cluster_neg,eigen_neg,bet_eli,cluster_eli,k_core_eli,open,business_id
20,1.143696404,-1.833266611,-0.887979768,-0.395527248,0.407409127,-1.449342639,0.927997655,-0.204202554,-0.629646023,-0.318137127,-0.400214923,0.847882065,-1.006162859,TRUE,XVkZlAdctY43Ep4RD96Yew
21,1.790376359,-1.868945647,-0.764100894,-0.395411792,1.259725271,-1.184089579,0.279857467,-0.204202554,-0.629646023,-0.318137127,-0.407799375,1.057364154,-1.006162859,TRUE,ZvFi_R1rg260tgRKSU_6yw
22,-1.123283557,0.643877896,-0.971622821,0.469533497,-0.637576069,0.778783069,-0.029878143,-0.204202554,-0.629646023,-0.318137127,1.605174198,-0.45421533,0.844800533,TRUE,WsFK533cRAmK-7ij-QcUdg
23,-1.635549933,0.842661097,-0.938961175,4.151554571,-0.937371931,1.063930109,-0.011950172,-0.204202554,-0.629646023,-0.318137127,3.241261059,-0.599451406,1.326483989,TRUE,_pSMw2yZVUI_VGdUYT2Siw
24,-1.195528353,0.679556932,-0.722365572,0.210255531,-0.697562051,0.341115519,-0.074958051,-0.204202554,-0.629646023,-0.318137127,0.259022195,-0.224045685,0.530894461,TRUE,_OMHnjSbCW9T-PqHkdW4Kw
25,1.528714577,-1.308261953,-0.918253207,-0.395532012,1.344220263,-1.184089579,0.267665224,-0.204202554,-0.629646023,-0.318137127,-0.408921089,1.162091801,-1.006162859,FALSE,W3THJEcoHZZKgdJJdiFIWw
26,-1.850863641,0.842661097,-1.26620119,5.989358777,-1.067910485,1.063930109,-0.137027164,-0.204202554,-0.629646023,-0.318137127,3.009756513,-0.552946926,1.326483989,TRUE,g1WjHTgcJCiBqz9sSROiew
27,0.324524631,-0.605384942,-0.105993526,-0.349410697,0.221729019,-0.454643662,0.260635,-0.204202554,-0.629646023,-0.318137127,-0.29959739,0.343718903,-0.053620295,FALSE,b6Ni0hqB_DIg8vNAM9eGWg
28,-1.545351994,0.842661097,-0.830620146,1.642250337,-0.709886732,1.063930109,0.186369579,1.225599688,0.474864975,0.808031554,3.357193687,-0.66981364,1.326483989,TRUE,xFz5u2Tgv1RYmqYZ9kUFFQ
29,-0.807409667,0.062819308,-0.192278162,-0.262292658,0.184772382,-0.368436418,-0.01781615,-0.204202554,1.901197458,-0.270501714,-0.200537108,-0.148708294,0.005913616,TRUE,WzL3daO29hcteDG1WdRotQ
30,0.460505307,0.589862768,0.595903191,-0.232520172,0.404326257,1.063930109,0.546785307,-0.204202554,-0.629646023,-0.318137127,-0.408921089,1.162091801,-1.006162859,FALSE,U68ltYHcTihkeHuff08vwA
31,0.26949271,-0.997357765,0.088256606,-0.17354583,0.162361487,-0.501062948,0.310909451,-0.204202554,-0.629646023,-0.318137127,-0.332331458,0.438299989,-0.215985504,TRUE,WxU24RyxLJ_J6w3EgDCOAQ
32,-0.785904686,0.664265916,-0.209562728,-0.253542074,-0.204784933,0.042705826,-0.065725754,-0.204202554,1.901197458,-0.258288022,0.252346669,-0.114601884,0.801503144,TRUE,b_YLXCHmz45Kv1Fk8q3ADQ
33,-0.623579627,0.561319539,0.03973812,-0.126754163,-0.191687832,0.984354191,0.483305503,-0.204202554,-0.629646023,-0.318137127,-0.31183294,0.124465154,-0.215985504,FALSE,t7fOnFBXhAuG74hwQ5G17Q
34,0.170291053,0.368639617,0.258579802,-0.395532012,-2.168821493,-1.489130598,-2.643058244,0.367354719,0.979581625,0.446702077,-0.408921089,1.162091801,-1.006162859,TRUE,4Vxe1XCWbijE-d9Cl8zI2w
35,-0.702063177,0.842661097,0.080908245,-0.382554333,0.095565639,-1.011675089,0.233813897,0.604791109,0.971157626,4.723966357,-0.026337839,0.078342201,0.541718808,TRUE,gBJkm5lDB1sjSibaYo0gPA
36,1.829114614,-1.868945647,-0.873358778,-0.395532012,-2.168821493,-1.489130598,-2.643058244,-0.204202554,-0.629646023,-0.318137127,-0.408420687,1.103741004,-1.006162859,TRUE,0QYuVCPx68s9tT4w1JBCDg
37,-0.719299079,0.801885056,0.186304921,0.157141227,-0.136213017,1.063930109,0.489499782,-0.204202554,-0.629646023,-0.318137127,0.15474353,-0.164231533,0.806915317,TRUE,GMLIZSl24UX4A5q87B34AA
38,-0.223818185,-0.130866888,-0.316273674,-0.238547799,-0.108393714,0.102387765,0.111061471,-0.204202554,-0.629646023,-0.318137127,-0.061614359,0.035800334,0.606664892,TRUE,H_078vQVM4cNA_hZSme5gA
39,-0.463219335,0.750915004,0.199803026,0.026984938,-0.02087961,1.063930109,0.542089255,-0.204202554,-0.629646023,-0.318137127,0.379609099,-0.009444241,1.326483989,TRUE,5oBjSVmqMbvawqMUVzt5zQ
40,-1.149978662,0.842661097,-0.25856387,0.018544599,-0.391062043,0.931303579,0.353350111,2.843758755,1.090253062,2.961317775,1.170511855,-0.440187292,0.861037054,TRUE,vqt2i3rfprEtqXDRHM1Xgw
41,-1.441934434,0.842661097,-0.766181766,1.108500686,-0.503806756,1.063930109,0.248429858,-0.204202554,-0.629646023,-0.318137127,1.036505572,-0.383832958,1.326483989,TRUE,Pfgte-eEN0hvzpL9sVBUJA
42,-1.108520559,0.842661097,-0.203671037,-0.086278208,-0.139565875,1.063930109,0.418176103,-0.204202554,-0.629646023,-0.316153607,1.231456016,-0.367087791,1.326483989,TRUE,laWCOP3z_Wcl4xk-nSmcUA
43,0.380219798,0.409415659,0.626062802,-0.395532012,1.344220263,0.878252967,0.798448264,-0.204202554,1.901197458,-0.258288022,-0.408921089,1.162091801,-1.006162859,TRUE,PmwANMdPudxk82DzicgHNg
44,-1.497560963,0.842661097,-0.738942795,1.879946851,-0.743319592,1.063930109,0.182348392,0.481274221,0.675457934,0.197231351,2.656327097,-0.542520712,1.326483989,TRUE,P9ny_balBoeSR6Fz8ofduA
45,0.595493233,-1.817975595,-1.22851296,-0.395532012,1.344220263,-1.383029374,-0.927317132,-0.204202554,-0.629646023,-0.318137127,-0.408921089,1.162091801,-1.006162859,TRUE,RmjkYtIOF5QreAVIKx2AVg
46,-0.035512548,-0.691537455,0.619958571,-0.395497941,1.144046944,-1.310084783,1.423432507,-0.204202554,1.901197458,-0.301133742,-0.351399847,-0.047387186,-0.665195918,TRUE,QDSglFL1gBvUqZk8XPSbPg
47,-1.858842388,0.842661097,-1.283136063,3.336446895,-0.95541811,1.063930109,-0.0161355,-0.197340973,1.141944413,-0.309751989,4.423428093,-0.784248483,1.326483989,TRUE,qKveGgmo0xRqNVf60ww3_g
48,-0.538636487,-1.450991224,-0.743804423,-0.368662537,-0.150488561,-1.018306416,-0.338922799,-0.204202554,1.901197458,-0.258288022,-0.363476494,0.167267854,-0.897919386,TRUE,YeikVsEAY-YRfWTpUCzqrw
49,-0.626939892,0.842661097,0.300859621,0.413921994,-0.423933624,1.063930109,0.401732775,-0.204202554,-0.629646023,-0.318137127,0.441343009,-0.048491219,1.326483989,TRUE,sX4vfJHfs5rnvXIvLO_XxA
50,-0.395349855,-0.090090847,0.09646774,-0.300242329,0.073732657,0.095756438,0.367062327,-0.204202554,-0.629646023,-0.318137127,-0.269087967,0.30017147,0.390177945,TRUE,jR8Xd6jvGj_eS-uwy1uTuA
51,-1.003773818,0.750915004,-0.357119762,1.095117195,-0.683058725,0.951197558,0.10147424,-0.204202554,-0.629646023,-0.318137127,-0.031851781,0.007619369,0.704084018,TRUE,4EQEcYHR-aa7jfNA1LsCJA
52,-1.982887528,0.842661097,-1.477824818,3.67885126,-0.997340464,1.063930109,-0.096893043,0.539209239,0.885980016,0.226564383,5.770655871,-0.836892616,1.326483989,TRUE,3WNy4woyh9Ih2wr9UcCo0w
53,-1.262848713,0.694847947,-0.992545895,0.113007423,-0.528161104,0.500267355,0.071494639,-0.204202554,1.901197458,-0.14123952,1.350239369,-0.468663952,0.823151838,TRUE,syQJzSlYZJPEBQwHO36JzQ
54,-1.866929572,0.842661097,-1.283541635,6.862083471,-1.064171305,1.063930109,-0.123795226,-0.204202554,1.901197458,-0.308354895,3.697999829,-0.669019671,1.326483989,TRUE,PkPcOZh1tQfQUV6bJRTrng
55,0.220753216,-1.191043961,-1.180614247,-0.352319249,0.293449776,-0.633689478,-0.079294688,-0.204202554,-0.629646023,-0.318137127,-0.408921089,1.162091801,-1.006162859,TRUE,Znt4x-X72vQi0Ws-k0jw9A
56,-0.294065381,-1.588610363,-0.842254903,-0.353150263,-0.111894878,-0.892311212,0.092624814,-0.204202554,-0.629646023,-0.318137127,-0.332967071,-0.012877355,-0.773439391,TRUE,OHRGT-uLzEyp4jVerzYtJg
57,0.009591879,-0.976446917,-1.300895366,-0.367970025,0.205268002,-0.806103968,-0.050988011,-0.204202554,-0.629646023,-0.318137127,-0.327723264,0.143047459,-0.605662008,FALSE,RpncyC1M8qP8vUcziTQ_pA
58,-1.670154307,0.842661097,-1.112786161,4.573365159,-0.95427797,1.063930109,-0.094314826,-0.204202554,1.901197458,-0.315973831,4.070872645,-0.694722633,1.326483989,TRUE,Gyu9Xu7-I5NVNDTgTUnuMA
59,0.172766041,-1.705841482,-0.71016237,-0.395532012,1.344220263,-1.475867945,-2.214693949,-0.204202554,1.901197458,-0.258288022,-0.408921089,1.162091801,-1.006162859,TRUE,e1m38tc9il7hAJnrsOOVIg
60,-1.236905493,0.842661097,-0.524386695,1.217557513,-0.458029114,1.063930109,0.326435986,0.510141415,1.216318038,0.06979861,1.222967405,-0.340800477,1.326483989,TRUE,MdikV2_TNKgrPkcsG4g6Uw
61,-1.685354376,0.842661097,-1.015691921,9.82385581,-0.97584048,1.063930109,-0.047868676,0.510742906,0.635775717,-0.246773716,9.126220426,-0.609554772,1.326483989,TRUE,vlNJulw7ObuJi_lY88TsBw
62,0.595493233,-1.817975595,-1.22851296,-0.395532012,1.344220263,-1.383029374,-0.927317132,-0.204202554,-0.629646023,-0.318137127,-0.408921089,1.162091801,-1.006162859,TRUE,onxuYPsxq6jU37jsIdjbfQ
63,-1.21745951,0.842661097,-0.531484088,0.646854025,-0.449905419,1.063930109,0.288994174,-0.204202554,1.901197458,-0.084889261,-0.122792107,0.334806059,0.357704904,TRUE,hf-9dAwfK0uBuScm3pjVOQ
64,-0.43844448,0.589862768,0.191361012,0.445627975,-0.377135762,1.063930109,0.367139712,-0.204202554,-0.629646023,-0.318137127,0.798390651,-0.204637345,0.861037054,FALSE,rFwcTu4ZMlvYHa1F_-Qikg
65,0.034340941,-0.84444761,0.035985272,-0.36769302,0.230919748,-0.938730498,0.384986204,-0.204202554,1.901197458,-0.315859974,-0.233186957,0.164047213,-0.021147253,TRUE,j2-KbbQmK38ftDnTkK7A4A
66,-0.031789644,-1.094200863,-0.645865674,-0.395532012,1.344220263,-1.296822129,0.464070513,-0.204202554,-0.629646023,-0.318137127,-0.317394553,0.259363693,-0.367526367,TRUE,sLlTnKb_RtiJcUcVKesJxg
67,-1.251269178,0.78659404,-0.814486707,1.117085068,-0.651721588,1.063930109,0.055207303,-0.204202554,-0.629646023,-0.318137127,2.494455541,-0.5751352,1.326483989,TRUE,gPOBhJ_Brqt-OOdYhoXhlw
68,-0.416312641,0.761109014,0.316002148,-0.132338582,-0.032231204,1.063930109,0.564999803,-0.204202554,-0.629646023,-0.318137127,0.422648042,-0.165359597,1.326483989,TRUE,VOkUje9gCy1G0B42sYPARA
69,-1.421290946,0.842661097,-0.626857815,0.627952596,-0.605187036,1.063930109,0.204866929,-0.204202554,1.901197458,-0.258288022,0.511209587,-0.169486358,1.326483989,TRUE,QmTGCPfHt2L7Og9W7XnOMA
70,-0.825423874,0.424706674,-0.433737997,-0.020646054,-0.466439307,0.612999906,0.095329933,-0.204202554,-0.629646023,-0.318137127,-0.319619199,0.645279603,0.341468383,TRUE,wbjvly37HUchIDrdCOevqA
71,-0.310521255,0.842661097,0.283995969,-0.395532012,-2.168821493,-1.489130598,-2.643058244,1.707225307,0.436577552,2.104842921,-0.056829782,0.564965765,0.861037054,TRUE,BP6audhs1USL9w5xUk1NpQ
72,-1.769028455,0.842661097,-1.33256044,1.786385678,-0.602550435,1.063930109,0.186798941,11.07907424,-0.006655945,1.258787541,4.854599331,-0.78769747,1.326483989,TRUE,g054F0-_WB-J3aufvR9XBA
73,-0.258924248,-0.066631496,-0.67161613,-0.353704273,0.406780394,-0.567376213,0.068589251,-0.204202554,1.901197458,-0.310805472,-0.163612761,0.099258591,0.460536203,FALSE,Qnip6i9Zyd76QZ3X8elWjQ
74,0.046766144,-0.727216491,-0.412176718,-0.386183097,0.640781489,-0.587270193,0.11552093,-0.204202554,-0.629646023,-0.318137127,-0.281323517,0.216404476,0.011325789,TRUE,PMLfbdCLXnDEWQJH2D59DA
75,-1.1098672,0.842661097,-0.193556705,1.242954707,-0.656793359,1.063930109,0.244993472,-0.204202554,-0.629646023,-0.318137127,1.149558874,-0.361961371,1.326483989,TRUE,aIC7pT6HVkhzC6-DI4bKKw
76,0.433971822,-1.109491878,0.277129715,-0.389410204,0.831729466,-1.170826926,0.156098014,-0.204202554,-0.629646023,-0.318137127,-0.266068806,0.346810637,-0.275519415,TRUE,EDEZNi_8fgQnQK7U98pCeA
77,-0.705383203,0.842661097,0.054081886,-0.159469826,0.589594707,1.044036129,0.596008955,-0.204202554,-0.629646023,-0.318137127,-0.235956641,0.098310424,0.281934472,TRUE,tD_DOWa2DitPuENvzaO0-Q
78,-0.736914003,0.842661097,0.257148557,0.030975193,-0.235911305,1.063930109,0.474597644,-0.204202554,-0.629646023,-0.318137127,-0.20546152,0.311621474,1.326483989,TRUE,3rFTT43tQg992no381rVvQ
79,-1.325062349,0.842661097,-0.502879894,1.490209275,-0.614110562,1.063930109,0.23315544,1.89743235,0.856413354,0.685347636,2.902766959,-0.503611575,1.326483989,TRUE,wJL_KCCKzAod2b-GFete2A
80,-0.761150066,0.382924359,-0.566491391,1.142543203,-0.648382758,0.792045722,-0.027350677,-0.204202554,-0.629646023,-0.318137127,-0.048747963,-0.09246003,0.677023149,FALSE,fx4coO0OyW7Qe8vdLnlLiA
81,-1.14024643,0.842661097,-0.291991888,0.699894922,-0.455726814,1.063930109,0.34430366,-0.165320261,0.382691369,-0.276760171,0.969238651,-0.273011972,0.806915317,TRUE,EcCzmA_FJDGRgRfhjCOMBQ
82,-0.62761728,0.842661097,0.214229163,1.007238777,-0.254466218,0.845096334,0.506292644,0.009048969,0.958978673,0.280343616,1.804108346,-0.26995453,0.823151838,TRUE,b2EmN9-mvKrJz52Y7IA60w
83,-0.97652347,0.842661097,-0.010543504,2.424075875,-0.666343742,1.063930109,0.240499528,-0.204202554,1.901197458,-0.318137127,0.428044396,-0.103099132,1.326483989,TRUE,2dUrYkzgoIuFC8hu1DTknw
84,-0.411546738,-1.101323544,0.308932295,-0.390822929,0.348063625,-1.157564273,0.717016918,-0.204202554,1.901197458,-0.315973831,-0.36331759,-0.100741223,-1.060284595,FALSE,TKXsF72v6V-uQyG72bAGMg
85,-0.189236774,-0.237903996,0.064369603,-0.344978619,0.334220758,-0.918836518,-0.143505213,-0.077560638,0.804498617,-0.061696454,-0.267498935,0.119343783,0.406414466,TRUE,BKJJEHhZaWPu8oTvvr-QrA
86,0.249863027,0.022043267,-0.014076949,-0.395158056,0.290307736,-1.455973966,1.695805126,-0.204202554,-0.629646023,-0.318137127,-0.299438487,0.32019585,0.660786628,TRUE,GkhAze91Q6ImrZDTGT40Rg
87,-0.489837959,0.842661097,0.42235028,-0.282375513,0.057503314,-0.487800295,0.086627188,-0.204202554,1.901197458,0.572577965,0.402975821,0.003974134,0.861037054,TRUE,aFVO6hoFlOCN8pKsmJbWjw
88,0.756924906,-0.36023212,0.671838607,-0.168188555,0.397700664,-0.036870092,0.377517473,-0.204202554,-0.629646023,-0.318137127,-0.344725911,0.699732073,0.390177945,TRUE,DIlh3Ta7-7tfjKL1apaYHw
89,-0.481988639,0.750915004,0.20648869,0.35965258,-0.207471609,1.063930109,0.42097033,0.510742906,1.737917233,-0.278086493,0.698183088,-0.097720069,1.326483989,TRUE,Rx-1jd5iQaOas3YdpC156Q
90,-0.604368485,0.842661097,0.372159595,0.188484331,-0.404464059,1.063930109,0.398149146,-0.204202554,-0.629646023,-0.318137127,-0.31723565,0.463022006,0.395590119,TRUE,BSk-BrZGvtRGxy1aFzSMCA
91,0.35268822,0.271796519,0.986346377,-0.348856688,0.795510262,-0.242441214,0.331957703,-0.204202554,-0.629646023,-0.318137127,-0.277192033,0.299636663,0.801503144,TRUE,qfuRFEhnc69hGGR5lkSGiA
92,-0.902362258,0.842661097,-0.214025158,-0.260769131,0.181274029,1.063930109,0.642254501,0.13346669,1.04924089,4.124282558,-0.232206524,0.261374906,0.861037054,TRUE,v7PbHI6xdeYXQMsDXNkx0g
93,-1.492654754,0.842661097,-0.737921832,0.75554936,-0.38005862,1.063930109,0.311597135,1.542004451,0.604817387,3.03626992,1.06858337,-0.425198405,1.326483989,TRUE,MRJ3f9ftGH1vlvbVIfVpUw
94,-0.825373423,0.720332973,-0.114030273,-0.393953084,1.277884307,-0.673477437,0.936773197,-0.204202554,1.901197458,1.113620209,-0.20485292,1.135497191,0.18992752,TRUE,wukTen4VVfJ_-kSA0nQviA
95,-1.393994351,0.842661097,-0.647838132,1.458996364,-0.689030383,1.063930109,0.173033999,1.173230175,0.61811867,1.219239559,1.372679685,-0.387111542,0.828564012,TRUE,WJ6577dgC74xsLE3K7plfg
96,-0.85384992,0.842661097,0.069943698,-0.395532012,-2.168821493,-1.489130598,-2.643058244,0.924774326,0.67984513,0.987146689,-0.274808484,0.135144973,0.124981436,TRUE,16yAOGqd3cF0srbeRfkaow
97,-1.335500215,0.842661097,-0.517639071,2.241082287,-0.739685733,1.063930109,0.174401639,-0.204202554,-0.629646023,-0.318137127,1.986826419,-0.516267629,1.326483989,TRUE,oCatThs5uhSGDgSV2KxxgA
98,-1.097318409,0.842661097,-0.364211568,0.581918538,-0.545308426,1.063930109,0.276580893,-0.204202554,-0.629646023,-0.318137127,0.048845642,-0.044503256,0.861037054,TRUE,6prEZT6HO4SsddaeCFSmpw
99,-1.098215403,0.842661097,-0.211446863,-0.184103872,0.378683684,0.937934905,0.753719888,-0.037698864,0.21396847,-0.317232258,-0.049119797,-0.067881908,0.785266623,TRUE,Q5XL0WU3xnr4JkaNXhHUNQ
100,0.326530835,0.271796519,1.042037296,-0.319078661,0.15364053,-0.441381009,0.324355538,-0.204202554,-0.629646023,-0.318137127,-0.408922821,1.163143289,0.465948377,TRUE,L7AiIMs-LRsPUgpYjqsg9g
101,-1.075488291,0.842661097,-0.362687653,1.34838831,-0.728709508,1.063930109,0.120142109,-0.204202554,-0.629646023,-0.318137127,-0.094520042,0.064051582,0.861037054,TRUE,lkgbVxhyOzMm1QIPLJipPA
102,0.397664892,0.648974901,1.291624101,-0.300519334,0.257032138,0.692575824,0.791175112,-0.204202554,-0.629646023,-0.318137127,-0.408922821,1.163143289,-1.098169811,TRUE,6thw6oE4W40yo4nFD9tQ7g
103,-0.492796479,0.589862768,0.288262036,-0.069527722,-0.250597193,1.063930109,0.478950346,-0.204202554,-0.629646023,-0.318137127,-0.386040754,0.773523497,-0.410823756,FALSE,pmiXH6Mrh9NNuHe2PznNVg
104,0.518713582,0.027140272,0.854967218,-0.297749285,1.202009846,-0.282229173,0.385032314,-0.204202554,-0.629646023,-0.318137127,-0.408922821,1.163143289,0.341468383,TRUE,S2-3eMJM8pQzqG7KICGHfw
105,0.216742117,0.842661097,0.865121418,-0.318524652,0.346175622,1.063930109,0.720147682,-0.204202554,-0.629646023,-0.318137127,-0.408922821,1.163143289,0.861037054,TRUE,KxoXUVRwUcfSqqOA68OULg
106,0.202427529,0.572519824,0.592591241,-0.274619376,0.085974343,0.884884293,0.408441341,-0.204202554,-0.629646023,-0.318137127,-0.408922821,-1.833599578,-1.417488057,TRUE,eQp6Ls4QpnUrpyRZH5Vy1A
107,0.800939702,-0.088038918,1.715016265,-0.37558766,0.635709099,0.221751642,0.863595201,-0.204202554,-0.629646023,-0.318137127,-0.408922821,-1.833599578,-1.417488057,FALSE,8iLhmTSRMFOJu75yxNi0AA
108,-1.184347467,0.842661097,-0.340710878,0.703939193,-0.497623933,1.063930109,0.375557284,-0.204202554,1.901197458,-0.294070312,0.698216458,-0.363683929,0.861037054,TRUE,cKQ3DUe4APR9UN1t1q8Pyw
109,-1.412627159,0.589862768,-1.131732288,5.288227534,-1.049026516,1.063930109,-0.107380571,0.17797227,1.690293835,0.09787717,2.457270593,-0.608197284,1.326483989,FALSE,QPsNlmETw14k-_RqX-RULw
110,-0.394464042,0.842661097,0.663311769,-0.391279987,-0.300775479,-1.310084783,-0.336503581,6.975200248,0.22436372,7.582189704,-0.239922866,1.009308311,1.326483989,TRUE,JpA3Rl0-h9digvhs52BDwA
111,-1.702820446,0.842661097,-1.069888567,0.790866099,-0.679162241,1.063930109,0.168131039,0.635831136,0.795906246,1.357390501,2.337007852,-0.616235048,1.326483989,TRUE,6MujEd4R1taYm__hZ2gLZA
112,-0.972248059,0.572519824,-0.365342411,2.028738645,-0.510107109,0.778783069,0.198310964,-0.204202554,1.901197458,-0.314259974,-0.123383227,-0.026459253,0.704084018,TRUE,zYJhXVjEzLz92PVjkos8mA
113,-1.793372406,0.842661097,-1.209192846,1.612351813,-0.734708136,1.063930109,0.118278169,2.006094517,0.681013016,0.004846344,3.488651162,-0.711279982,1.326483989,TRUE,IFwOI7zFph0iwPl-pkyL_g
114,-1.423307594,0.801885056,-0.937799413,0.081816672,-0.134006518,1.063930109,0.448202576,2.690873497,0.281734226,-0.150417167,2.800295025,-0.596475869,1.326483989,TRUE,KqgeyLdYbfsd9veyR6UGtw
115,-1.603892171,0.842661097,-0.97139888,2.35981351,-0.653546887,1.063930109,0.209819208,0.309911247,0.749170653,0.194190812,1.799374619,-0.517493357,1.326483989,TRUE,VHehbRMOnPFVjnNdKGf-qQ
116,1.913047498,-1.231820002,1.637456898,-0.395532012,-2.168821493,-1.489130598,-2.643058244,-0.204202554,-0.629646023,-0.318137127,-0.408922821,-1.833599578,-1.417488057,TRUE,XmF4RnQmMr7CX9wQVUFa3Q
117,-1.129593944,0.842661097,-0.277916856,-0.257168068,0.32907822,1.063930109,0.668557784,1.711913653,0.416226356,1.080222159,0.170787991,-0.20108833,0.839388359,TRUE,D9AE4WKccIb_acUbAEKBDg
118,-1.145796921,0.842661097,-0.242008518,0.086765364,-0.353501865,1.063930109,0.427300515,-0.0573912,1.17809932,-0.315770086,0.84007415,-0.212849221,1.326483989,TRUE,QmoxdKi2sIXxkNSt4i-eVg
119,-1.259249508,0.842661097,-0.579765857,0.831923765,-0.502343648,1.063930109,0.145277302,0.912998489,0.629793251,5.548696135,-0.28195913,0.001315058,-0.037383774,TRUE,X8xSb1YuSA9132pKXec75w
120,-0.313736404,0.842661097,0.309221197,0.037207803,-0.251115166,1.063930109,0.368474835,-0.204202554,-0.629646023,-0.318137127,-0.406682285,1.135072634,0.861037054,TRUE,3u1aPxv9E2DdVISwrFx-UQ
