,business_id,bet_pos,degree_pos,deg_cen_pos,clo_pos,cluster_pos,eigen_pos,k_core_pos,avg_n_d_pos,open_pos
66,QXk50LCKBJJwnQJ1Sw2cNg,0.000328393,292,0.100412655,0.516935027,0.527679706,0.008429675,230,660.0479452,TRUE
67,671qI4bq7nH699jZCqxXUQ,0.004250504,1485,0.510660248,0.667896246,0.321195785,0.042464225,385,624.4538721,TRUE
68,vQaWT8qHhCJXuRI4NeBUCQ,0.002961118,1532,0.526822558,0.67536225,0.357412432,0.046931982,385,657.017624,TRUE
69,HsjuABeTZd64uegUZiqcoQ,6.88E-06,119,0.040921596,0.493954267,0.927645635,0.003368713,116,673.9747899,TRUE
70,zXR9WUVpo-PF8xH5SmQ_xA,0.000123966,537,0.184662999,0.545934771,0.672767448,0.018719717,385,789.9646182,TRUE
71,#NAME?,3.73E-05,166,0.057083906,0.499312242,0.664184009,0.004291271,150,609.246988,TRUE
72,GFDsifp-vRrPHS_aySDqdg,0.000462493,751,0.258253095,0.568740047,0.537789614,0.026582708,385,767.0519308,FALSE
73,rl-jipRO8tblyft0vV03nQ,0.008355218,1845,0.634456671,0.729010936,0.281825183,0.050148651,385,588.4466125,TRUE
74,M06KMsoLIAAV3ueKh3lkew,4.88E-05,186,0.063961486,0.504085782,0.646846847,0.004954134,157,631.7204301,TRUE
75,F-h9vlQqXZNaRQZPItT7dA,0.000805364,1154,0.396836314,0.620056768,0.466132356,0.039824236,385,739.3743501,TRUE
76,T5dnLW29cS6AHHorpx0Mvg,0.000141097,480,0.165061898,0.536640544,0.600208768,0.015586136,344,719.5895833,FALSE
77,qAkk0DaKLotxX2UzSPg9fQ,0.000699438,943,0.324277854,0.592805704,0.469486866,0.031415787,385,733.1474019,TRUE
78,TgmVzX8_jRgcGR8RnzzDHA,0.000646038,820,0.281980743,0.578381632,0.45778016,0.024512569,385,681.9780488,TRUE
79,S7RqCplads-Pvqb2k19yew,2.42E-05,173,0.059491059,0.504173418,0.690617018,0.004990423,154,680.3583815,TRUE
80,74q6FHSuoPLjl5OdfoTUoQ,0.000163976,407,0.139958735,0.531331166,0.524442938,0.011491031,280,667.9459459,TRUE
81,igl8VOAvVDVDuKY5kljPvw,3.90E-05,258,0.08872077,0.513729938,0.652610623,0.00762071,210,706,TRUE
82,yLsKCLmBn6Yvk-mcK0mtEA,0.00072105,830,0.285419532,0.577460275,0.526242969,0.029110662,385,748.1493976,TRUE
83,BMUEZEL9FoW0diGJf70MTw,0.001669049,1241,0.426753783,0.632636453,0.387979257,0.03829122,385,675.55278,TRUE
84,J5_8pBPpWU6fLCI4ykfmkA,7.01E-05,294,0.101100413,0.518784526,0.59703745,0.009035373,229,725.9251701,TRUE
85,73YvRCWay6GHGQ7oxMxFQQ,0.002210906,1081,0.37173315,0.610784647,0.398201254,0.033014491,385,675.3829787,TRUE
86,zzUUj9BUNn0_0F5hwy7RRw,0.000161948,534,0.183631362,0.543785018,0.63052048,0.018846966,376,776.2771536,TRUE
87,2rSvtVINABQgJIegCt2V9Q,0.001874716,1162,0.399587345,0.621385366,0.406019797,0.036214526,385,686.5464716,TRUE
88,hNc_8wt2_bu0877mb01mJQ,0.000262594,576,0.198074278,0.550285674,0.489903382,0.016978873,342,685.4878472,TRUE
89,sOFdnzA2C3XqkLOYnln-UA,0.000222942,483,0.166093535,0.539335224,0.511189574,0.013733598,307,671.2070393,TRUE
90,mmfQ13y5iTQ12_Gi1wVBNw,0.00014159,303,0.104195323,0.51758085,0.560400411,0.00756397,218,597.8052805,FALSE
91,6TR6mvRwfmvW6A77j3sllg,0.004379215,1624,0.558459422,0.689820529,0.34496417,0.049100646,385,646.6317734,TRUE
92,89BxH2axQHOpEu2koa0EUA,0.001170261,1002,0.344566713,0.600166702,0.410015135,0.02933249,385,658.6187625,TRUE
93,0HjNgRpD6-knnoiuzf3VZA,0.00113172,973,0.334594223,0.595728328,0.44809232,0.032133941,385,717.3422405,TRUE
94,egaieBcnSZLYGl1N-_CtvQ,0.001428707,966,0.33218707,0.596463493,0.368379837,0.025761252,385,615.2971014,TRUE
95,tAoUsufHhcTRZEBTwmC68g,3.47E-05,322,0.110729023,0.522053196,0.740291403,0.011800017,277,821.2639752,TRUE
96,PMLfbdCLXnDEWQJH2D59DA,6.75E-06,143,0.049174691,0.4970018,0.799763617,0.004103004,136,679.3986014,TRUE
97,_EmzBbDf2QdFDixuXAhb9w,0.000123066,279,0.095942228,0.515190176,0.520383693,0.0076127,206,639.1326165,FALSE
98,LTt3uJvYWH7W_S576ZR_wA,0.000248868,300,0.103163686,0.517673242,0.585261984,0.008019646,218,641.64,TRUE
99,#NAME?,0.000445096,682,0.234525447,0.561363822,0.531997537,0.021919018,385,724.5454545,FALSE
100,_6LvlxCTcn2m_YOZOvwIig,0.001771913,1055,0.362792297,0.606568814,0.395541247,0.032102928,385,672.5241706,TRUE
101,Di3rTDZIkaJVbcNB3RFOBw,0.001477832,991,0.340784044,0.599298513,0.397143993,0.027838838,385,640.3007064,TRUE
102,GVl-DIU03a_rMCpgcm3J3w,0.000330388,648,0.222833563,0.558230126,0.566913771,0.020320788,385,718.970679,FALSE
103,kpdH_4Yr12PgEigZU7pUig,3.51E-05,280,0.096286107,0.515831644,0.70437788,0.008494792,230,708.1785714,TRUE
104,bGpd9R-EbNgtOsjGbhx-ig,0.000517718,866,0.297799175,0.583032871,0.486595736,0.02934744,385,742.2240185,TRUE
105,6S2ZJ38Ep4PArhDu_fWbMQ,7.17E-05,283,0.097317744,0.517396165,0.57429266,0.008511443,228,706.6325088,TRUE
106,C6_ALyHeg-qmHBQxHMIjFw,3.59E-07,115,0.03954608,0.493870147,0.986270023,0.003365897,114,698.6434783,FALSE
107,WunFu-5VGn7o5XCDuxLBTw,0.00153446,1014,0.34869326,0.601910648,0.439978504,0.032380043,385,707.1341223,TRUE
108,fIfjd8f7Xi7DStb5GdJQog,0.000166339,375,0.128954608,0.526794823,0.540249554,0.010504614,265,662.9333333,TRUE
109,C0fGT8K2woAeodsJgia0hg,0.000344466,502,0.172627235,0.54144987,0.500194829,0.015742505,336,710.9083665,TRUE
110,pCIKGjCO2HQM8fGagQHZiA,0.00042452,892,0.306740028,0.586452073,0.532099772,0.031920345,385,774.2926009,TRUE
111,yTs75deYJ18Htn5f0TtYGw,0.000120551,238,0.081843191,0.511014185,0.53317023,0.006345244,179,630.210084,TRUE
112,b2gdduphJB0b9mhdr-bXAQ,6.75E-05,127,0.043672627,0.495388709,0.846644169,0.003546532,122,663.6614173,TRUE
113,fLxMEtOihwvVmhmQrvT7BA,0.000881707,886,0.304676754,0.586689359,0.443958118,0.027109034,385,689.2404063,TRUE
114,aFmIW7CgoaELhXssJuoIkA,3.36E-05,211,0.072558459,0.509040811,0.627984654,0.00623107,180,698.8293839,FALSE
115,BZk5ij706Xgx8Yr_3EwEcQ,0.002870115,1166,0.400962861,0.621918401,0.35337716,0.032171277,385,623.0334477,TRUE
116,hEdi-rsBWyfbfLgb7RYDBA,0.00690506,1705,0.586313618,0.704568878,0.296843721,0.047217998,385,602.3208211,TRUE
117,8nRVcrTjHHxxO7T6mvCiGA,0.00013098,341,0.117262724,0.523655743,0.549370364,0.008840737,234,625.8035191,TRUE
118,6_vK5uCtHYkA5EW8lbOgxA,0.005355334,1514,0.520632737,0.673323776,0.278134634,0.037911481,385,561.8771466,TRUE
119,7wIoWhoRSXMXJNRfRl7N9Q,0.000602471,814,0.279917469,0.577000697,0.48815471,0.026297202,385,721.7665848,TRUE
120,_-lfVoZxIc-ZJPeEwr1YqQ,0.002534425,1005,0.345598349,0.60103741,0.387425423,0.027832188,385,631.2537313,TRUE
121,zViDq-RbKF6lOtZDdiDRcw,7.11E-05,182,0.06258597,0.503823055,0.617813126,0.004996804,156,649.3956044,TRUE
122,aPr3BWg1qUwr4V3KkOAYug,0.001581941,1133,0.389614856,0.617416543,0.374382093,0.033780601,385,657.1509267,TRUE
123,dKe3N7pvs5lr0J1uGO45bg,0.000487126,701,0.241059147,0.562670839,0.475777461,0.022494232,385,706.2467903,TRUE
124,9XvGXgkkkEhKw819LcPogQ,0.000752526,871,0.299518569,0.583972111,0.462493897,0.028431118,385,721.3673938,TRUE
125,VrPmHRvVXIMXygmF6FK9Ww,0.000862643,871,0.299518569,0.58385454,0.447183182,0.025414403,385,665.7049369,TRUE
126,#NAME?,0.000888304,705,0.242434663,0.565193043,0.416650548,0.019446374,365,641.3078014,TRUE
127,3jEKHEg4be0-G1XwgCgHjA,3.73E-05,166,0.057083906,0.499312242,0.664184009,0.004291271,150,609.246988,TRUE
128,FPfmUDyZASGKs60-dxn1TQ,0.001123379,888,0.305364512,0.586096504,0.446514722,0.027924763,385,700.3333333,TRUE
129,T5qxp0rdLRYPRduelP2QsQ,0.001200706,1022,0.351444292,0.60266116,0.386896696,0.028420917,385,632.8913894,TRUE
130,J2KlIlNZ2ViYzOecomWtOQ,0.000221071,314,0.107977992,0.518877349,0.497710669,0.007951427,218,609.7420382,TRUE
131,#NAME?,0,113,0.038858322,0.493030517,1,0.003250024,113,685.9380531,FALSE
132,zpsDyx9wh7LYjtBLTpu_-w,0.000954653,637,0.219050894,0.556836694,0.37374979,0.017106099,348,621.1381476,TRUE
133,8HKlwmg2m2oZzLwTasAONA,2.07E-05,211,0.072558459,0.506728202,0.711351839,0.006300707,180,708.5118483,TRUE
134,oE3Yycf8FH0kaiPd-nxAng,0.000764552,733,0.252063274,0.567849129,0.404233668,0.019052999,353,612.1377899,TRUE
135,ykn0TT8_72yOJLlgPChjyw,0.001967188,1310,0.450481431,0.641452223,0.38468034,0.04084501,385,677.6389313,TRUE
136,ahBNTFw3Bco_WbvIOFNxpg,0.000125163,218,0.074965612,0.50557976,0.500486196,0.005315681,174,577.3990826,TRUE
137,#NAME?,0.001934874,1356,0.466299862,0.649061214,0.376703785,0.041740639,385,669.8126844,TRUE
138,1ZszZEN9jaUbz3ylEUOUvg,0.001607434,592,0.203576341,0.551751427,0.560736498,0.021325851,385,795.5168919,TRUE
139,XyYSroXLSCtQIK0taL9-fw,0.000264733,680,0.233837689,0.56201657,0.559689855,0.022068049,385,735.9426471,TRUE
140,2wXPLsK6VmbAzxlDhHEedA,0.00066691,836,0.287482806,0.579421679,0.444491877,0.02548165,385,690.4473684,TRUE
141,8jkfKZJDONEieRXgvEcfag,9.26E-05,327,0.112448418,0.522523514,0.604360143,0.009645678,252,699.1529052,TRUE
142,5TTr08j2W2Fv8jkOCvUm8w,0.000179604,323,0.111072902,0.521115095,0.551872007,0.008507278,231,629.5789474,TRUE
143,WvvHWkRSWqBiNKr1LAmJqA,0.000634136,791,0.272008253,0.574713734,0.48721535,0.024135847,385,695.8040455,TRUE
144,kr0YRuWURtN0fCZH7BEC1A,5.92E-05,222,0.076341128,0.508148853,0.614732379,0.006040518,171,645.9099099,TRUE
145,tNdowObk-ct54LMbVNr9-Q,0.000420174,596,0.204951857,0.552276805,0.467559641,0.017077244,342,670.4815436,TRUE
146,8VoH0ASZ4RkM2FUHDjdDLg,0.000374266,552,0.189821183,0.547480744,0.479937663,0.016344381,332,690.0543478,TRUE
147,fI9ndlXG0DWvlvP4_YfC9A,0.000234025,296,0.101788171,0.516474711,0.464933578,0.007359109,202,589.5439189,FALSE
148,tw9LsOgI02DYT4L9Sr_quA,0.000407669,857,0.294704264,0.579885123,0.559913412,0.030326932,385,743.630105,TRUE
149,tJWKyEAhkqflbsm4byG0qA,3.46E-05,225,0.077372765,0.509577491,0.654166667,0.006210227,189,660.9377778,TRUE
150,0i7T91Si2TDFbfMlAXSvxg,0.000538211,147,0.050550206,0.497684143,0.731618675,0.003983698,134,642.5442177,TRUE
151,fEs46MBAHTkcjZ5UErJikA,5.10E-05,292,0.100412655,0.519156015,0.683425128,0.008747668,234,713.1917808,TRUE
152,4vNJBpBspRQH12_wgvPsRg,0.000143558,403,0.138583219,0.529584642,0.5299063,0.010999633,275,645.3548387,FALSE
153,TmEUTzKmN3uFP8NTDHlhWQ,0.0002278,447,0.153713893,0.533677862,0.587032634,0.014117658,323,708.6800895,TRUE
154,EpkR4JdE5UuNexHbWXsfig,0.000351467,839,0.288514443,0.5800011,0.537428067,0.029798169,385,779.6102503,FALSE
155,zGrkRroJmg9QWKe01mVBdQ,0.000560297,748,0.257221458,0.568963214,0.503099743,0.0240052,385,720.9465241,TRUE
156,JXJToaKhYgcAlL2Ley3hxg,0.000961804,1004,0.34525447,0.599918391,0.433547962,0.032176783,385,696.4023904,FALSE
157,O9_Ig-pNMR4v8KTKPzUzlQ,0.00022655,496,0.170563961,0.538934306,0.569851743,0.015721351,342,707.0927419,FALSE
158,r8HJrW4cIZtf1iNyO413Ww,0.000775278,1002,0.344566713,0.599670286,0.453570382,0.032442251,385,714.1616766,FALSE
159,#NAME?,0.000530942,782,0.268913343,0.574031176,0.489627371,0.023808715,385,695.6419437,FALSE
160,BPmeW2bZBY4aQbu_E4Co8w,0.00039198,650,0.22352132,0.558445119,0.573213227,0.021447974,385,747.4430769,TRUE
161,MfY0n7c4_rlSO6Tb9WK0pA,0.000534087,794,0.27303989,0.573123617,0.472706713,0.026089193,385,716.2506297,TRUE
162,NkyjMfpdpYBKIarzVqY6yw,0.001339272,1259,0.432943604,0.633188974,0.413444188,0.040570927,385,685.6870532,TRUE
163,CpFtg3XTTdhCsDlqmIOaHQ,0.002463038,1115,0.383425034,0.615581724,0.356380675,0.030616328,385,620.2017937,TRUE
164,Qnip6i9Zyd76QZ3X8elWjQ,3.02E-05,150,0.051581843,0.500605127,0.733154362,0.004213231,139,667.84,FALSE
165,4dIzmqGAhFIcuHfI8CySig,0.001456508,603,0.20735901,0.552382,0.497148807,0.019867691,385,724.8076285,TRUE
166,hlWsEHkZNIIzDbcPYo7yPw,0.001271452,957,0.32909216,0.592805704,0.44958312,0.031569926,385,708.8547544,TRUE
167,wyqouyZTP2qtLs0sdQJSOg,0.001965153,1006,0.345942228,0.600788378,0.380510964,0.027504348,385,623.9890656,TRUE
168,wbYlDi4iLSsNA4pTenyS6A,0.000218638,617,0.212173315,0.554600402,0.608437349,0.020502177,385,756.0243112,TRUE
169,wrGbP-aHsW7AcRZLYgX1QQ,0.00021684,469,0.16127923,0.537834848,0.516820659,0.013587206,306,679.5266525,TRUE
170,PeGL1EzeTAw5qNZYwhaaGg,0.000272546,552,0.189821183,0.548205199,0.509856914,0.016172238,336,689.3804348,TRUE
171,Tdz1cs9wyHdy4jasl1ZAOQ,0,8,0.002751032,0.430971244,1,0.000197568,8,564.5,TRUE
172,wdZ2duZwzcsbLQRgWvcQBw,0.000517145,238,0.081843191,0.512097034,0.431159806,0.006259624,178,615.6806723,TRUE
173,pSMiXmZDUHo-OLM-ixv3pw,0.001403231,962,0.330811554,0.595483676,0.437300023,0.030046707,385,694.9532225,TRUE
174,SczkajqoJLycUK_yedMzGw,0.000266967,341,0.117262724,0.52167755,0.504519579,0.010139931,266,668.483871,TRUE
175,qLX9vSGyADm9wVZb9LywLg,5.63E-05,66,0.022696011,0.490279882,0.482517483,0.002058202,56,717.3181818,TRUE
176,XD07ebgIm0JGM44AVg7Ojg,0.001082946,964,0.331499312,0.595361425,0.434454484,0.029149056,385,681.4896266,TRUE
177,Krynn0_UmsfyKc0Ye1dlPw,0.002193056,877,0.301581843,0.584207394,0.479553584,0.029241078,385,717.1014823,TRUE
178,MNOleiosabNwCZmNe6nzLg,0.000601235,891,0.306396149,0.585268517,0.498079421,0.030824355,385,744.1829405,TRUE
179,dMHrqTMZaBeM7M3vD3w03w,1.71E-05,77,0.02647868,0.476660996,0.823650034,0.001552553,69,466.3636364,TRUE
180,o2lSpk7qafaiY1brDw8J6A,0.000137306,183,0.062929849,0.506905349,0.429772413,0.00534265,150,675.8251366,TRUE
181,Eyks6H-tMwXyLH95cmrwkA,0.005142022,1360,0.467675378,0.648190769,0.323561875,0.038600431,385,622.3808824,TRUE
182,_uh8g9rh4MtVEOnCEbqwnA,0.000517119,767,0.263755158,0.572106037,0.505754678,0.023688479,385,704.2190352,TRUE
183,wqnRD28Z7umcCrTEBHnaNQ,0.000282801,147,0.050550206,0.501037578,0.597334824,0.004758364,132,756.292517,TRUE
184,hdoCRGSy8V1wPjwHDS6iEQ,0.000307028,762,0.262035763,0.571542275,0.541558455,0.025571688,385,750.5971129,FALSE
185,Z6QAeL9nUlwKvps_MYf3rg,0.002574716,1155,0.397180193,0.619791729,0.320443854,0.030671475,385,600.9229437,TRUE
186,2X_IKaaeVgm1v9SBNeQxkQ,0.001131461,966,0.33218707,0.594994974,0.430032504,0.029244442,385,679.0931677,TRUE
187,H2dh7hty8SLRJRUCD1ilRQ,0.003876363,1510,0.519257221,0.671142213,0.352297693,0.045632279,385,653.6655629,TRUE
188,Kr-VWxzMrhSIYrrs2_Qwlg,0.000143394,138,0.047455296,0.501037578,0.561197503,0.004114939,119,695.673913,TRUE
189,EK76ZFCRdUo6DKMeYv98OQ,3.56E-07,32,0.011004127,0.4713157,0.915322581,0.000763679,32,569.75,TRUE
190,DtbHHFk6sBFIX6b_VM6OcQ,0.000802694,291,0.100068776,0.518691737,0.544685389,0.008544601,225,696.1512027,TRUE
191,p1ptoL_A86Zg9mg9xEaPKA,0.000313154,479,0.164718019,0.536045379,0.668853347,0.017056715,365,760.2713987,TRUE
192,Lg9soH3k5jAREqksu5gLtA,0.00018622,378,0.129986245,0.528234153,0.520090382,0.010449542,251,663.5740741,TRUE
193,ZzVC4zn3RfxplxHikDyVFA,0.000189645,64,0.022008253,0.482209096,0.578869048,0.00132375,54,487.140625,TRUE
194,AZJGud8N--ScMMCcasROcQ,0.00087312,276,0.094910591,0.517119383,0.504216074,0.007887375,213,678.6449275,TRUE
195,Qv2aPHBh9gHSN1FBsyZbWg,9.51E-06,89,0.030605227,0.493701992,0.73927477,0.002700406,81,720.3483146,TRUE
196,Pr3LIe9bCTfhk5_hBKMGog,0.001765943,1062,0.36519945,0.60796761,0.424490274,0.033243447,385,694.5244821,TRUE
197,aIzLOo6dk92DDts8YpyhZA,0.000378338,699,0.240371389,0.564093659,0.545867818,0.022334119,385,727.6824034,TRUE
198,OAzuzSsLxQH42I3YiUux7A,0.000957693,973,0.334594223,0.595605977,0.448077517,0.031646987,385,706.1798561,TRUE
199,YeikVsEAY-YRfWTpUCzqrw,1.94E-05,82,0.028198074,0.489783061,0.574525745,0.00199157,71,567.4756098,TRUE
200,wKjYqhFd_l8KPLQzlLh1Lw,0.001910381,1204,0.414030261,0.626757187,0.374302339,0.035526871,385,654.0564784,TRUE
