,business_id,bet_neg,degree_neg,deg_cen_neg,clo_neg,cluster_neg,eigen_neg,k_core_neg,avg_n_d_neg,open_neg
27,qZGqQUvorJbNKfv6AaWhWg,5.66E-07,30,0.027726433,0.39614095,0.997701149,0.015955971,29,95.13333333,TRUE
28,b8qNlpTeKDe2bE-cd1xH6g,0.068567732,222,0.205175601,0.501699466,0.171252701,0.056913668,52,62.59459459,FALSE
29,tiHhsb04n9RHl8pSK0ev7Q,0.007729444,65,0.060073937,0.417353977,0.374519231,0.018999174,29,61.44615385,FALSE
30,InBpvDr0st8bpX6Io3CxHA,0.008298207,160,0.147874307,0.467195971,0.408883648,0.103497723,73,93.5375,TRUE
31,#NAME?,0.000550111,33,0.030499076,0.394276757,0.882575758,0.004837498,31,60.60606061,TRUE
32,2LZtHTbbN5xA3PcPzFsXlQ,0.002561968,19,0.017560074,0.354016102,0.520467836,0.003051621,13,39.84210526,TRUE
33,8C-nkcmC9WZWVYDQKmJHmg,0.002389774,26,0.024029575,0.370042595,0.470769231,0.004537866,13,46.42307692,TRUE
34,XElKuMMgMRfMRopqY3T6uQ,0.001576642,48,0.044362292,0.387738423,0.606382979,0.009419174,35,57.375,TRUE
35,ea1oDRrNCpEFGeAPmwgbiw,0,13,0.012014787,0.347050649,1,0.002968058,13,53.23076923,TRUE
36,E922ETb2MaAtx3mEbikh8w,0,13,0.012014787,0.347050649,1,0.002968058,13,53.23076923,TRUE
37,ZRYZBtiRjjYqA8ohMoRn-Q,0.009707976,135,0.124768946,0.435429073,0.499391929,0.095907072,73,97.3037037,TRUE
38,dXPmE2ncXbQTPBVNRODuNw,0.037609863,208,0.192236599,0.48360064,0.268115942,0.107604825,73,79.625,TRUE
39,HRJXrlHvba77mu4Yyi0QQA,0.005126029,80,0.073937153,0.424400899,0.483544304,0.019683674,52,69.85,TRUE
40,M4pAFUEy20Ra_NZKxT4BbQ,0,13,0.012014787,0.347050649,1,0.002968058,13,53.23076923,TRUE
41,YLbyQxLoauP98u8mZ9ezkg,0.000495214,20,0.018484288,0.367876228,0.547368421,0.004318779,13,53.05,TRUE
42,2rSvtVINABQgJIegCt2V9Q,0.012422841,84,0.077634011,0.435995546,0.23350545,0.01883476,29,56.07142857,TRUE
43,rxzclM3gLlWvE3SvwKCJDA,0.001740074,20,0.018484288,0.353642536,0.526315789,0.003059433,13,40.3,TRUE
44,Dg6NoAEUutXQaKJumpBDgA,0,13,0.012014787,0.347050649,1,0.002968058,13,53.23076923,TRUE
45,Q2wSUoIxybsTdM04Bhhpig,0,13,0.012014787,0.347050649,1,0.002968058,13,53.23076923,TRUE
46,zYJhXVjEzLz92PVjkos8mA,0,5,0.004621072,0.27077989,1,6.47E-05,5,10.4,TRUE
47,v39PftbqLswMFsaQg5C9_w,0,5,0.004621072,0.27077989,1,6.47E-05,5,10.4,TRUE
48,wdZ2duZwzcsbLQRgWvcQBw,0.000613734,7,0.006469501,0.31927778,0.523809524,0.000391949,5,26.14285714,TRUE
49,KjEFFEEd_r3XqGaWpmsWpg,0,5,0.004621072,0.27077989,1,6.47E-05,5,10.4,TRUE
50,Le9FI_FTgln89GLHXJMe5g,0.002520852,16,0.014787431,0.35178647,0.55,0.002493898,11,44.5,TRUE
51,XeX67II3LlNJ49-sg4gDig,0.015080419,140,0.129390018,0.443105214,0.350051387,0.074890295,58,85.80714286,TRUE
52,jRE_OFEa8dmp2S25x-fgbw,0.014822728,131,0.121072089,0.46893924,0.304403993,0.030673864,52,67.97709924,TRUE
53,uwV0CKF9A5hBjTKLoplphg,0.003034382,43,0.03974122,0.398496128,0.327796235,0.007533241,22,50.72093023,TRUE
54,BMUEZEL9FoW0diGJf70MTw,0.002036718,61,0.056377079,0.427468423,0.745355191,0.015007827,52,77.31147541,TRUE
55,9XvGXgkkkEhKw819LcPogQ,0.003351879,70,0.064695009,0.41391755,0.71884058,0.048157544,58,101.4285714,TRUE
56,Kr-VWxzMrhSIYrrs2_Qwlg,0.001386661,134,0.123844732,0.43131949,0.54225115,0.100237682,73,101.9029851,TRUE
57,v4baXLgZ3onACmrX-U0VOg,0.000559493,80,0.073937153,0.415628661,0.676265823,0.056395344,58,103.025,TRUE
58,8uMP4kv2Je6rM9ZNz0apGw,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
59,LES5wvNMruP8yGMBbl3NSw,0.006512011,102,0.094269871,0.426923877,0.463405164,0.05924942,58,88.80392157,TRUE
60,p1ptoL_A86Zg9mg9xEaPKA,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
61,oAf0JduSDQsdVBXRzNt2jQ,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
62,a7tpayb23j4Q4C9yUmCuWg,0.025365077,196,0.181146026,0.480595473,0.308791209,0.104197901,66,85.90306122,TRUE
63,TDKm6FWZIzdc8tWVIXPKPg,0.000947379,101,0.093345656,0.429660568,0.57049505,0.069778304,58,102.950495,FALSE
64,AqYrDAMzoRER7Mj8bJqAXQ,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
65,pRIBc4emwv9QCTPuS2aZDA,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
66,qubGE1ESrd-lrVjQsXq5Ag,0.000172617,59,0.054528651,0.407541844,0.966686148,0.047265335,58,114.2542373,FALSE
67,7BzUuUw8iX6INnEWo6YpDQ,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
68,hTYYvaZ3lJoEvD8ZN6ur4Q,0.000322606,69,0.063770795,0.413577018,0.783887468,0.052153822,58,109.2898551,TRUE
69,e0Gu_m0aaBlKha9uH9sVcA,0.001358439,97,0.089648799,0.425118702,0.549183849,0.065097741,58,100.9072165,TRUE
70,YR5W6nMi62b0sc7qvzWuvw,4.72E-05,59,0.054528651,0.406717528,0.967270602,0.047322123,58,114.5932203,TRUE
71,yQ2KpCC42nVjdddGyGgOuw,0.002873592,137,0.126617375,0.446846991,0.481000429,0.090221866,66,97.44525547,TRUE
72,kzy5m93T7mbZJe9heq4PUA,0.002255747,69,0.063770795,0.411040773,0.742966752,0.048661269,58,102.6086957,TRUE
73,4dIzmqGAhFIcuHfI8CySig,0.015049791,173,0.159889094,0.473354864,0.36940449,0.094661134,66,93.02890173,TRUE
74,BEeR6PfSxeHuLe-x_jATtg,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
75,o0-eIAgwPUOh43ICG3xmrg,0.002036881,145,0.134011091,0.44844145,0.481226054,0.098943855,66,100.6965517,TRUE
76,PNUbbDgBxro9CfIMRjCJsw,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
77,lKlCro5yjQAo88X1t4gn7A,0.004750189,156,0.144177449,0.460139922,0.424152192,0.101964935,66,96.91025641,TRUE
78,MuGnJH11q4E3XaI1mvxt1g,0.000165657,60,0.055452865,0.407541844,0.937853107,0.047442924,58,113.3333333,TRUE
79,cbISy3SxwjnfJ5HQXMi8Iw,0.000425113,91,0.084103512,0.422972541,0.656410256,0.065816496,58,107.1428571,TRUE
80,6yH7zNYP33DpouvJznIJnQ,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,TRUE
81,ddGbmjwwUyjhmA1T2AslDA,0.002146711,124,0.114602588,0.428561692,0.583661159,0.09490622,73,103.0403226,TRUE
82,T5dnLW29cS6AHHorpx0Mvg,0.001416855,124,0.114602588,0.432804877,0.593889326,0.096907882,73,105.3467742,FALSE
83,#NAME?,0.005291899,190,0.175600739,0.469596324,0.405959343,0.131177237,73,97.16315789,TRUE
84,2SNjQ8JLEOFFdsj4cykX7g,0.00351193,61,0.056377079,0.409533902,0.904918033,0.047263227,58,110.8032787,TRUE
85,GB4bknX4_QxUk1E7CYKS2Q,0.011223035,226,0.208872458,0.47990727,0.324995084,0.140696359,73,88.98672566,TRUE
86,_d7ySGe6uPa9WGQHMADBbg,0,58,0.053604436,0.406553065,1,0.047233707,58,116.0862069,FALSE
87,s0SBkMRdPQEntTzOB-RJmw,0.002011778,139,0.128465804,0.43486407,0.514023564,0.100316593,73,100.1223022,TRUE
88,WGy_8cFLvOYIw4EvV2HXAg,0.044776227,214,0.197781885,0.478309101,0.22451845,0.095726199,58,72.46728972,TRUE
89,elU0eZTbsyD4kRtsDurl3w,0.008567483,146,0.134935305,0.445066724,0.364950402,0.081608497,58,86.28082192,FALSE
90,6RVoRilHow-zehz_qVZQCA,0.011975308,190,0.175600739,0.463748031,0.340016708,0.113523889,73,86.65789474,TRUE
91,o-hLCfcVvqH-QlPwUtYhfA,0.008375003,75,0.069316081,0.420144476,0.65009009,0.04789805,58,96.21333333,FALSE
92,4CvC2mJniOEClkXNpBJq5Q,0.000823798,69,0.063770795,0.411714058,0.757459506,0.049752426,58,104.5797101,TRUE
93,8QcsPymTd87pRePzpQtsKQ,0.000425113,91,0.084103512,0.422972541,0.656410256,0.065816496,58,107.1428571,TRUE
94,6bDOYN1cB92oQ4714yhBaA,0.000426728,115,0.106284658,0.423328728,0.664988558,0.093752016,73,108.6782609,FALSE
95,WBMQbW19_xH2zoUjAzIAAQ,0.000426728,115,0.106284658,0.423328728,0.664988558,0.093752016,73,108.6782609,TRUE
96,X8xSb1YuSA9132pKXec75w,0.002784218,140,0.129390018,0.443300586,0.497636177,0.097902786,73,99.62857143,TRUE
97,A10Q2h7GoKsvl3Z9NV1CzQ,0.011093835,140,0.129390018,0.457210428,0.397019527,0.071591875,58,91.27142857,TRUE
98,_tinzCY1lTeK2nu8B8t9yQ,0.002095365,113,0.104436229,0.439233609,0.479614412,0.07209282,58,95.71681416,TRUE
99,T1b4sjLLxwln8YJoBbwyng,0.001865579,149,0.137707948,0.442520128,0.489751496,0.107432301,73,100.1744966,TRUE
100,Oqq7UAWbFUe9krVkx1TEOg,0.003673859,88,0.081330869,0.444869792,0.564263323,0.050400355,58,95.79545455,FALSE
101,dMPoflAHTt5FZrjzge-s5g,0.006123259,120,0.11090573,0.446846991,0.44047619,0.066025511,58,92.76666667,TRUE
102,Z0kiz-1UHQyA6UR0eMzG7w,0.001427301,107,0.098890943,0.417874368,0.598836184,0.080586576,73,102.4766355,FALSE
103,hrepiC9vYFwfPm0bR6i9GA,0,16,0.014787431,0.362177857,1,0.013958509,16,129.5,TRUE
104,fW9-kItQjNgKah9uF_-bSw,0.000117911,81,0.074861368,0.400879478,0.870061728,0.07044514,73,113.4567901,TRUE
105,Jeb8lJ3FApRhBMomYcTI-g,0.00406301,158,0.146025878,0.442520128,0.404176409,0.100985134,73,91.60759494,TRUE
106,wm2zRKve_Zr6yONSpM5P1Q,0.008059173,142,0.131238447,0.443496132,0.352712017,0.07638152,66,84.45070423,FALSE
107,yH9ir4281i2RHsXtfzghvg,0.000117911,81,0.074861368,0.400879478,0.870061728,0.07044514,73,113.4567901,FALSE
108,ehC0mPcX_XbXKmMXZjUMxg,0.001528523,97,0.089648799,0.412728132,0.651847079,0.073762082,73,102.3608247,TRUE
109,NNjr2Wa08L1xwCnWLFpe2w,0.016556568,168,0.155268022,0.467848176,0.367907043,0.094680208,73,91.70833333,TRUE
110,LeLJau4sS28hWgxwaiKrNg,0.006047005,114,0.105360444,0.424759497,0.468095016,0.068554836,66,91.51754386,TRUE
111,CcORzaj1ss2hxp-78jtDSg,0.000585011,34,0.03142329,0.379398389,0.557932264,0.016337602,21,81.38235294,TRUE
112,IUa2l15oFsROPt7amiod2Q,0.000239219,44,0.040665434,0.375852609,0.651162791,0.025885998,29,91.77272727,FALSE
113,mJWZVocHYy1nc6-pyh02lw,0.000850962,63,0.058225508,0.409533902,0.608294931,0.033524855,42,91.53968254,TRUE
114,gBJkm5lDB1sjSibaYo0gPA,0.002016123,109,0.100739372,0.419093677,0.632517839,0.084140107,73,106.1743119,TRUE
115,IO7g05fTkUMHrB3L1TP_EQ,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
116,o2lSpk7qafaiY1brDw8J6A,0.004431402,119,0.109981516,0.426923877,0.54393961,0.085207703,73,99.74789916,TRUE
117,Ui8PJp24KGvzryxE0fVdRA,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,FALSE
118,RFh1pQVAj3RNBP3FbuDu4A,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
119,GtTIjbZRL4PAjA_79miyMQ,0.010570326,173,0.159889094,0.469377092,0.344468343,0.084661725,66,87.69942197,TRUE
120,tBmA-oNT_d6l3eBwvJjCNA,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
121,4U0lz6WgowkETK3YaIT8sg,0.002033208,72,0.066543438,0.417874368,0.500391236,0.035303848,42,86.81944444,TRUE
122,XJNjqOSZtylt9Z4zVAM3mQ,0.002785081,145,0.134011091,0.446251989,0.456321839,0.099513797,73,97.62758621,TRUE
123,cZ1az_EM_i9RwZ-821sm8Q,0.006205393,161,0.148798521,0.451056855,0.357531056,0.090808997,66,87.85093168,TRUE
124,2Pp8pggDQsNwXZoVDxsdsg,0.003295908,94,0.086876155,0.430028114,0.449782658,0.045953943,42,84.87234043,FALSE
125,6cvd-VreEB7a_O8RRfZqAA,0.000477335,73,0.067467652,0.404264467,0.629375951,0.041263423,42,91.67123288,TRUE
126,IImme8H_HNUNNbPeTQwT_Q,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
127,coeVqKuVIwwPlR0tTIl_Vg,0.002238866,75,0.069316081,0.415285308,0.536936937,0.032961061,42,83.09333333,TRUE
128,cHgKLMKW9U9hBhClBH498A,0.001787208,129,0.11922366,0.429110427,0.508599806,0.089191228,73,98.18604651,TRUE
129,T2lP9Ayiua9MOQ-h1F_4yA,0.004431717,73,0.067467652,0.407707109,0.508371385,0.036176347,42,83.1369863,TRUE
130,VBoE8WUu1-hpZHZbJ-pyWA,0.000922973,47,0.043438078,0.39614095,0.824236818,0.029379692,42,100.7021277,FALSE
131,bKQKBSntnGeBmRZ7P3shpA,0.015566956,170,0.157116451,0.458043613,0.246849983,0.0739731,56,75.38823529,TRUE
132,yMSRct8YGEO7bVkSPNjD4w,0.001751601,134,0.123844732,0.43131949,0.504432724,0.092942556,73,98.05970149,TRUE
133,DswWPI_uDbUbqghnpCpdhA,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
134,ecZrfgbDJCqkZV8b_J9LpA,0.001694238,53,0.048983364,0.411040773,0.666908563,0.030368427,42,95.94339623,FALSE
135,Jc7oa2TSOIzixo0PsHqKdw,0.00126449,68,0.06284658,0.404101982,0.521510097,0.03584184,42,87.14705882,TRUE
136,HH40RudAzOzZxzKyOi-I9Q,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,TRUE
137,I02D0Aq1r64RgX6XD0nqvg,0,42,0.038817006,0.388487531,1,0.028151966,42,107.047619,FALSE
138,VvaY4D5bjNjlDXS0AFrOyQ,0.000477335,73,0.067467652,0.404264467,0.629375951,0.041263423,42,91.67123288,TRUE
139,Zls4XLThHK6sm8NI4_OCEg,0.023565421,178,0.164510166,0.476269886,0.286612074,0.079409851,66,79.08426966,TRUE
140,KZ-iXefIBDvRTvGuVTy2og,0.004697288,65,0.060073937,0.403291508,0.526442308,0.033825584,42,85.33846154,TRUE
141,tLWnIlHF-uTgxRVUgUS2Jw,0.000477335,73,0.067467652,0.404264467,0.629375951,0.041263423,42,91.67123288,TRUE
142,UO-jg7BYB7gDuRDndKgKBQ,0.000326272,48,0.044362292,0.392276914,0.812943262,0.030761366,42,102.0625,TRUE
143,OyLTo8Y0dcGn1Eaed41lzA,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
144,a2f0FGoqsmZm6iPVRXXkGQ,0.001218095,47,0.043438078,0.391513135,0.548566142,0.014807925,29,63.06382979,TRUE
145,7b7e95HHnUrZI1umPzJTcg,0.002298583,42,0.038817006,0.402645467,0.511033682,0.010660659,23,62.38095238,TRUE
146,e4wCjo_XSEvOooaTmmqAMA,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
147,PHkkv7iq89MHZcranxyx0Q,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
148,3nNGmYNOP9WSB3pa8oFz6A,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
149,QoIel5P0AtRolvBbpeqDQA,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
150,5URPF3GO1N-mR9_84zjTNg,0.002693081,22,0.020332717,0.348978039,0.753246753,0.003357051,19,40.18181818,TRUE
151,YwTf_6efSQUnBQFZtk6G_g,0.000986431,30,0.027726433,0.377830038,0.537931034,0.005736761,19,50.46666667,FALSE
152,1icf6RttEzz1BMlgAHmJVQ,0.000629933,24,0.022181146,0.357795633,0.65942029,0.004741765,19,45.33333333,TRUE
153,CDV83N76Fj7CqLKSN8DGQw,0.003747326,22,0.020332717,0.349706341,0.744588745,0.003349471,19,40.13636364,TRUE
154,4dKif6ewvj_b7kSgscjiDg,0.005292161,59,0.054528651,0.412558773,0.413793103,0.009679712,31,52.84745763,TRUE
155,-0zqgYIic5BUprV1xAabDg,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
156,DIuYq0A_1SVYToTJdsyMPQ,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,FALSE
157,gJVF8SQ7ykkO9gwSSinIhw,0,19,0.017560074,0.346930894,1,0.003341793,19,45.68421053,TRUE
158,SbzW-gR_FbEmMM3dXjoZwQ,0.008617347,93,0.085951941,0.430765094,0.278401122,0.026231564,29,59.35483871,TRUE
159,TH8fAgthGkpAHR5WZKnKTw,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
160,bKTIACzNC2Mx7uQXFC9y_Q,0.002785742,27,0.024953789,0.374174072,0.541310541,0.003277521,19,41.11111111,TRUE
161,pNozqOyMv4gq7IUYEdhpHA,0.002246264,50,0.046210721,0.395362065,0.494693878,0.015014846,29,63.18,TRUE
162,kXUkFlyFS7x2RiCBYR45ew,0.00439249,28,0.025878004,0.374592299,0.523809524,0.002818073,19,42.42857143,TRUE
163,1Jmf09hDwaXoE06YK3P9GA,0.002370756,54,0.049907579,0.387588948,0.543675751,0.008217509,35,52.11111111,TRUE
164,HeOhdA_EItjAi_YnvuCdRA,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
165,#NAME?,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
166,oBed8sv8tgVmn43mUzPiFQ,0.005799925,25,0.02310536,0.359587171,0.596666667,0.001910518,19,34.24,TRUE
167,_zBGLuqsrqpTGtO9M1Ql9Q,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
168,nVkWHJB5Vajy_6pGOVyXZw,0.008269679,68,0.06284658,0.41391755,0.389376646,0.01008832,37,51.76470588,TRUE
169,r_nNUfaUorluV9CA0Cv15g,0.001625417,42,0.038817006,0.379398389,0.495934959,0.005199467,23,41.97619048,TRUE
170,qwiUo0-O8DiAO_yIiCSoPg,0.005338173,60,0.055452865,0.427468423,0.407344633,0.00877904,31,54.43333333,FALSE
171,#NAME?,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
172,#NAME?,0.001133159,28,0.025878004,0.379255274,0.555555556,0.003307479,19,42.71428571,TRUE
173,x0ZA2JmIyq6MiWM4ILI3yw,0.000574182,29,0.026802218,0.374731916,0.583743842,0.004073578,19,46.4137931,FALSE
174,LfQecSESeiwFFTvrPgM85w,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
175,eCuoZK0tK5MxYNpATdRajg,0.005094892,51,0.047134935,0.414258644,0.320784314,0.007726857,20,47.2745098,TRUE
176,P9ny_balBoeSR6Fz8ofduA,0.001708302,42,0.038817006,0.400560052,0.515679443,0.008600212,23,54.71428571,TRUE
177,VITFQQrzkyRnLelvMtULqQ,0,19,0.017560074,0.349706341,1,0.001753714,19,39.89473684,TRUE
178,VHehbRMOnPFVjnNdKGf-qQ,0.001281242,56,0.051756007,0.3886377,0.544805195,0.008549473,35,56.58928571,TRUE
179,QbS8kEuBXfN6FN_JCuFLuw,0.001884703,37,0.034195933,0.366134643,0.893393393,0.006583264,35,57.2972973,TRUE
180,pzn5rfoTCUxIYbvxM_ndlw,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
181,#NAME?,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,FALSE
182,jCq0tv_OIWOMtVp2-nKXHw,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
183,NVGQE0sxOQdTcq38qq0Awg,0.000133607,36,0.033271719,0.366802528,0.944444444,0.006650167,35,59.22222222,TRUE
184,HvGG8i4asaJcwJraKrtAuQ,0.008004046,112,0.103512015,0.439041804,0.459298584,0.052467281,66,81.98214286,FALSE
185,evfsg7FxL9eAC9KoeXTtNA,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
186,hFm60FnwvZJQXEVeEtUuaw,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,FALSE
187,UzW6RR0eSbequ6jAo6vA8w,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,FALSE
188,CndeHUk7gfnFq2UWq0dbIA,0.002527773,97,0.089648799,0.424939024,0.593642612,0.051316809,66,90.07216495,TRUE
189,U569xa6_Z6GlQaET_Z2rXQ,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
190,hlWsEHkZNIIzDbcPYo7yPw,0.001185177,42,0.038817006,0.389390291,0.721254355,0.007863825,35,58.5,TRUE
191,g054F0-_WB-J3aufvR9XBA,0.028119471,154,0.14232902,0.453702947,0.24615907,0.026314932,52,56.28571429,TRUE
192,BHgb7ItDTCZgjjXiIaTi3Q,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
193,JxubR9wJfrCUCY-fuW1-Zg,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,FALSE
194,dMHrqTMZaBeM7M3vD3w03w,0.003512866,101,0.093345656,0.427286753,0.550891089,0.051599412,66,87.71287129,TRUE
195,#NAME?,0.001511136,50,0.046210721,0.382138248,0.558367347,0.008650504,35,54.96,TRUE
196,nhKVwGPmDjMDTOygMh1Rqg,0.002527773,97,0.089648799,0.424939024,0.593642612,0.051316809,66,90.07216495,TRUE
197,Fjsn95e9LQqukihpZ9sYbA,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,FALSE
198,cVXhTMuzAs4-qdMiCb8ysw,0.004455492,66,0.060998152,0.417874368,0.505361305,0.011230113,35,60.96969697,TRUE
199,8DJsERBVM0Em96dDKxKSlw,0.003309066,59,0.054528651,0.404589831,0.453535944,0.01348035,35,59.77966102,TRUE
200,YO_zbgknfQMHmmVn5uygaQ,0.001024492,38,0.035120148,0.374452786,0.847795164,0.00687876,35,58.15789474,TRUE
201,j68EhQdQZUg4GiS-3dIIBw,0.002233777,43,0.03974122,0.371546833,0.69213732,0.006814951,35,53.46511628,TRUE
202,GVih-VIOvLTvG9mPDNN__Q,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
203,rSP0LiQntIfrWbiabFHoAg,0.000584227,40,0.036968577,0.375151392,0.785897436,0.007844669,35,59.325,FALSE
204,LTt3uJvYWH7W_S576ZR_wA,0.004224668,78,0.072088725,0.423685516,0.387279387,0.018650656,35,62.73076923,TRUE
205,rU_xp7iqAhPRXdAgPmeAQQ,0.007106448,39,0.036044362,0.36586817,0.811066127,0.006553573,35,54.41025641,TRUE
206,EOGjCFh8_6rJY2h92LR2rg,0.00134437,39,0.036044362,0.374731916,0.813765182,0.006725538,35,56.38461538,TRUE
207,jWTVdi-1Ia1DwI-Rx5ti_Q,0,35,0.032347505,0.365336384,1,0.006550524,35,60.28571429,TRUE
