,Unnamed: 0,attributes.Accepts Credit Cards,attributes.Accepts Insurance,attributes.Ages Allowed,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.By Appointment Only,attributes.Caters,attributes.Coat Check,attributes.Corkage,attributes.Delivery,attributes.Dietary Restrictions.dairy-free,attributes.Dietary Restrictions.gluten-free,attributes.Dietary Restrictions.halal,attributes.Dietary Restrictions.kosher,attributes.Dietary Restrictions.soy-free,attributes.Dietary Restrictions.vegan,attributes.Dietary Restrictions.vegetarian,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Good For Dancing,attributes.Good For Groups,attributes.Good For.breakfast,attributes.Good For.brunch,attributes.Good For.dessert,attributes.Good For.dinner,attributes.Good For.latenight,attributes.Good For.lunch,attributes.Good for Kids,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.asian,attributes.Hair Types Specialized In.coloring,attributes.Hair Types Specialized In.curly,attributes.Hair Types Specialized In.extensions,attributes.Hair Types Specialized In.kids,attributes.Hair Types Specialized In.perms,attributes.Hair Types Specialized In.straightperms,attributes.Happy Hour,attributes.Has TV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.Noise Level,attributes.Open 24 Hours,attributes.Order at Counter,attributes.Outdoor Seating,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,attributes.Price Range,attributes.Smoking,attributes.Take-out,attributes.Takes Reservations,attributes.Waiter Service,attributes.Wheelchair Accessible,attributes.Wi-Fi,business_id,categories,city,full_address,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
33504,33504,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,wjytooLlvPSyo8kvJ8UfQg,"['Museums', 'Arts & Entertainment']",Edinburgh,"163 Canongate
The Royal Mile
Old Town
Edinburgh EH8 8BN",17:00,10:00,17:00,10:00,17:00,10:00,,,17:00,10:00,17:00,10:00,17:00,10:00,55.951295200000004,-3.1807472000000003,The People's Story Museum,"['Old Town', 'Royal Mile']",True,15,4.0,EDH,business
33505,33505,True,,,,,,,,,,,,,casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,True,,,paid,u8AHL_4-zkivi7NDv_oApg,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Edinburgh,"34 Bread Street
Old Town
Edinburgh EH3 9AF",,,,,,,,,,,,,,,55.94582389999999,-3.2044278999999998,Point Hotel,['Old Town'],False,7,4.0,EDH,business
33506,33506,True,,,beer_and_wine,,,,,,,,,,,,,,,True,,,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,3.0,,,True,,True,free,yQMRUN3WlbZH-Fq__ubvXw,"['Bars', 'Nightlife', 'Scottish', 'Hotels & Travel', 'Event Planning & Services', 'Hotels', 'Restaurants']",Edinburgh,"34 Bread Street
Old Town
Edinburgh EH3 9AF",,,,,,,,,,,,,,,55.9458,-3.20387,Mercure Point Hotel Edinburgh Traverse @ Mercure Point Hotel,['Old Town'],False,9,4.0,EDH,business
33507,33507,True,,,full_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,True,,,,,,,,,False,,,,,,,,,,,True,,,,,,2.0,,,,,True,,hPKGcV4eh-6uoWrQToMIjw,"['Arts & Entertainment', 'Cinema', 'Performing Arts', 'Nightlife', 'Music Venues']",Edinburgh,"Admin & Box Office
60 Pleasance
Newington
Edinburgh EH8 9TJ",,,,,,,,,,,,,,,55.947402600000004,-3.1818777999999996,Pleasance Theatre,['Newington'],True,6,4.0,EDH,business
33508,33508,True,,,beer_and_wine,False,False,False,False,False,False,False,False,False,casual,,,,,,,False,,,,,,,,,,,True,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,2.0,,False,True,True,True,no,L5cQjBQu6qnV_grmvk-drg,"['French', 'Restaurants']",Edinburgh,"38-40 Grassmarket
Grassmarket
Edinburgh EH1 2JU",23:00,17:30,,,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,23:00,17:30,55.9475172,-3.1969974999999997,Petit Paris,"['Grassmarket', 'Old Town']",True,30,4.0,EDH,business
33509,33509,True,,,full_bar,False,False,,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,2.0,outdoor,,,,,,tAoUsufHhcTRZEBTwmC68g,"['Pubs', 'Bars', 'Restaurants', 'Nightlife', 'Gastropubs']",Edinburgh,"11 St Vincent Street
Stockbridge
Edinburgh EH3 6SW",01:00,11:00,01:00,11:00,01:00,11:00,01:00,12:30,01:00,11:00,01:00,11:00,01:00,11:00,55.95785970000001,-3.2034354,St Vincent,"['Stockbridge', 'New Town']",True,6,4.0,EDH,business
33510,33510,True,,,full_bar,True,False,False,False,False,False,False,False,False,casual,,,,True,,,True,,,,,,,,,,,True,False,True,False,True,False,False,True,,,,,,,,,,False,,,,,,,quiet,,,True,False,False,True,False,False,2.0,,True,True,True,True,free,QopG-46G0EIeePT8q-4JtQ,"['Steakhouses', 'American (Traditional)', 'British', 'Barbeque', 'Restaurants']",Edinburgh,"53-55 Broughton Street
New Town
Edinburgh EH1 3RJ",22:30,11:00,22:30,11:00,22:30,11:00,22:30,12:00,22:30,11:00,22:30,11:00,22:30,11:00,55.958063100000004,-3.188962,Smoke Stack,['New Town'],True,43,3.5,EDH,business
33511,33511,True,,,none,False,False,False,False,False,False,False,False,False,casual,,,,,,,False,,,,,,,,,,,True,True,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,average,,,True,False,False,False,False,False,2.0,,True,False,True,True,free,8RXIwWR34JunHKd00UU4wA,"['Food', 'Coffee & Tea', 'Cafes', 'British', 'Restaurants']",Edinburgh,"63a Cockburn Street
Old Town
Edinburgh EH1 1BS",17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,55.950624499999996,-3.188629,Southern Cross Cafe,"['Old Town', 'Royal Mile']",True,43,4.0,EDH,business
33512,33512,False,,18plus,full_bar,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,True,False,,True,False,,,,False,False,False,True,False,,2.0,,,,,True,,m9D6h0NRuVSQkFpyLZQcpQ,"['Nightlife', 'Dance Clubs']",Edinburgh,"40-42 Grindlay Street
Old Town
Edinburgh EH3 9AP",05:00,22:30,,,05:00,22:30,,,,,,,,,55.9467198,-3.2050593999999997,Citrus Club,['Old Town'],True,12,3.0,EDH,business
33513,33513,,,,none,,,,,,,,,,casual,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,2.0,,True,False,,,no,tHLEoHBZtjH1G_ONnKwRNg,"['Food', 'Sandwiches', 'Delis', 'Coffee & Tea', 'Restaurants']",Edinburgh,"24 Haymarket Terrace
West End
Edinburgh EH12 5JZ",15:00,07:30,15:00,07:30,15:00,09:30,,,15:00,07:30,15:00,07:30,15:00,07:30,55.946077100000004,-3.2195966,Sandwich Culture,"['West End', 'Haymarket']",True,6,4.0,EDH,business
33514,33514,True,,,beer_and_wine,,,,,,,,,,casual,,,,,False,,,,,,,,,,,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,2.0,,,,,True,,vW_krCghxf4GYPRfkgZ06A,"['Arts & Entertainment', 'Cinema']",Edinburgh,"38 Home Street
Tollcross
Edinburgh EH3 9LZ",00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,55.9427986286593,-3.2038405338488,Cameo,"['Tollcross', 'West End']",True,41,4.0,EDH,business
33515,33515,True,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,True,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,False,False,,,,,,,loud,,,False,False,False,False,False,False,2.0,outdoor,,,,False,,NkyjMfpdpYBKIarzVqY6yw,"['Nightlife', 'Comedy Clubs']",Edinburgh,"5 York Place
New Town
New Town
Edinburgh EH1 3EB",01:00,19:00,00:00,19:30,01:00,19:00,00:00,19:30,00:00,19:30,00:00,19:30,00:00,19:30,55.955749093284105,-3.1924004820619,Stand Comedy Club,['New Town'],True,50,4.0,EDH,business
33516,33516,,,,,,,,,,,,,,casual,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,False,,,,,,,quiet,,,False,False,False,False,False,False,2.0,,True,,True,True,,FfCUl9Bqt3QrL0xtkPDQXg,"['Pakistani', 'Indian', 'Restaurants']",Edinburgh,"50 E Fountainbridge
Old Town
Edinburgh EH3 9BH",23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,17:00,55.9450317,-3.2047122000000003,Love India,['Old Town'],False,22,4.0,EDH,business
33517,33517,True,,,full_bar,True,False,False,False,False,False,False,False,False,casual,,,,,False,,,,,,,,,,,,False,True,False,False,False,False,False,False,,,,,,,,,,True,True,True,False,False,False,False,False,average,,,False,False,False,True,False,False,2.0,outdoor,,,,True,,KqgeyLdYbfsd9veyR6UGtw,"['Pubs', 'Bars', 'Nightlife']",Edinburgh,"18 Hamilton Place
Stockbridge
Edinburgh EH3 5AU",01:00,09:00,01:00,09:00,01:00,09:00,01:00,09:00,01:00,09:00,01:00,09:00,01:00,09:00,55.9581662,-3.208109,Hamilton's Of Stockbridge,['Stockbridge'],True,40,3.5,EDH,business
33518,33518,True,,,full_bar,False,False,False,False,False,False,False,False,False,casual,,,,,False,,False,,,,,,,,,,False,True,False,False,False,False,False,False,True,,,,,,,,,False,True,,,,,,,average,,,True,False,False,False,False,False,2.0,outdoor,False,True,True,True,no,Nq_BMV7kyx9_C3w0Jip6CA,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",Edinburgh,"30-34 Candlemaker Row
Old Town
Edinburgh EH1 2QE",00:00,11:00,23:00,11:00,00:00,11:00,23:00,12:30,23:00,11:00,23:00,11:00,23:00,11:00,55.946822499999996,-3.1915127999999995,Greyfriars Bobby's Bar,['Old Town'],True,57,3.5,EDH,business
33519,33519,True,,,full_bar,True,False,,False,False,False,False,False,False,,,,,,False,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,False,True,True,False,False,False,False,False,loud,,,True,False,False,False,False,,2.0,outdoor,,,,,free,zBG2vQ0A6F5HQkv_aeWfAQ,"['Bars', 'Bed & Breakfast', 'Pubs', 'Event Planning & Services', 'Nightlife', 'Hotels & Travel', 'Hotels']",Edinburgh,"1-3 S Bridge
Old Town
Newington
Edinburgh EH1 1LL",,,,,,,,,,,,,,,55.9490807,-3.1867810000000003,Bank Hotel,"['Newington', 'Old Town']",True,24,3.5,EDH,business
33520,33520,True,,,full_bar,False,False,False,False,False,False,False,False,False,casual,,,,,False,,False,,,,,,,,,,False,True,False,False,False,False,False,False,False,,,,,,,,,False,True,,,,,,,loud,,,False,False,False,False,False,False,2.0,no,False,True,True,True,free,zpsDyx9wh7LYjtBLTpu_-w,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",Edinburgh,"1-5 W Register Street
New Town
Edinburgh EH2 2AA",00:30,11:00,23:00,11:00,00:30,11:00,23:00,12:30,23:00,11:00,23:00,11:00,23:00,11:00,55.953682976150894,-3.19011666690154,Guildford Arms,['New Town'],True,48,4.0,EDH,business
33521,33521,,,,full_bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,outdoor,,,,,,y8ZHR3cH2Dm15gjwk3P87Q,"['Wine Bars', 'Bars', 'Nightlife']",Edinburgh,"43 Rose Street
New Town
Edinburgh EH2 2NH",,,,,,,,,,,,,,,55.952670700000006,-3.1977853,Great Grog Wine Bar,['New Town'],False,3,3.5,EDH,business
33522,33522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,-F1ktE7JM6vpIoF16CAyjQ,"['Pubs', 'Bars', 'Nightlife', 'Restaurants']",Edinburgh,"126-128 George Street
New Town
Edinburgh EH2 4JN",,,,,,,,,,,,,,,55.9519813,-3.2053672000000004,Ivory Lounge,['New Town'],False,4,4.0,EDH,business
33523,33523,True,,,full_bar,False,False,False,False,False,False,False,True,False,casual,,,,False,False,,False,,,,,,,,False,False,False,True,False,False,False,False,True,False,False,,,,,,,,,False,False,True,False,False,False,False,False,average,,,True,False,False,True,False,False,2.0,outdoor,False,True,True,True,free,QPsNlmETw14k-_RqX-RULw,"['Bars', 'Pubs', 'Burgers', 'Cocktail Bars', 'Nightlife', 'Restaurants']",Edinburgh,"54 George IV Bridge
Old Town
Old Town
Edinburgh EH1 1EJ",01:00,12:00,01:00,12:00,01:00,12:30,01:00,12:30,01:00,12:00,01:00,12:00,01:00,12:00,55.9479725,-3.1917892999999995,Bar Kohl,['Old Town'],False,64,4.0,EDH,business
33524,33524,True,,,full_bar,,,,,,,,,,,,,,,False,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,True,True,,False,False,,,,True,False,False,False,False,False,2.0,outdoor,,,,True,,pM4RA9OXTsJn7cR9ilsmQA,"['Pubs', 'Bars', 'Nightlife', 'Lounges']",Edinburgh,"11-13 Grassmarket
Grassmarket
Edinburgh EH1 2HY",01:00,11:00,01:00,11:00,01:00,11:00,01:00,11:00,01:00,11:00,01:00,11:00,01:00,11:00,55.946916599999994,-3.1983772999999998,Bar Alba,"['Grassmarket', 'Old Town']",True,8,3.0,EDH,business
33525,33525,True,,,full_bar,False,False,False,False,False,False,False,True,False,casual,,,,,False,,False,,,,,,,,,False,False,True,False,False,False,True,False,False,False,,,,,,,,,False,False,True,False,False,False,False,False,average,,,False,False,False,True,False,False,2.0,no,False,True,True,True,no,rkk2gLhqB3P5lwaGeBiDqQ,"['Burgers', 'Bars', 'Nightlife', 'Restaurants']",Edinburgh,"49 George IV Bridge
Old Town
Grassmarket
Edinburgh EH1 1EJ",01:00,12:00,01:00,12:00,01:00,12:00,01:00,12:00,01:00,12:00,01:00,12:00,01:00,12:00,55.9479814072717,-3.19211133056691,Villager,"['Grassmarket', 'Old Town']",True,60,4.0,EDH,business
33526,33526,True,,,none,,,,,,,,,,casual,,,,,,,False,,,,,,,,,,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,1.0,,True,False,False,False,,AYobEbZ5JZ3WuEQaQnRXvQ,"['Food', 'Coffee & Tea', 'Fast Food', 'Sandwiches', 'Restaurants']",Edinburgh,"8 Forrest Road
Old Town
Edinburgh EH1 2QN",17:00,11:00,17:00,11:00,17:00,11:00,,,17:00,11:00,17:00,11:00,17:00,11:00,55.94578610000001,-3.1911241,Uncle T's,['Old Town'],False,4,5.0,EDH,business
33527,33527,True,,,beer_and_wine,True,False,False,False,False,False,False,False,False,casual,,,,,,,False,,,,,,,,,,,True,True,True,False,False,False,False,True,,,,,,,,,,False,,,,,,,quiet,,,False,False,False,True,False,False,3.0,,True,True,True,True,free,NLjG1EDhI2Aa71ZoLFqbQQ,"['Delis', 'Italian', 'Restaurants']",Edinburgh,"19 Elm Row
New Town
Edinburgh EH7 4AA",18:00,08:00,18:00,08:30,18:00,08:00,16:00,10:30,18:00,08:30,18:00,08:30,18:00,08:30,55.9589045,-3.1831869999999998,Valvona & Crolla,['New Town'],True,59,4.0,EDH,business
33528,33528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,True,,Rza-FztnKi8YfcSkn1KxgQ,"['Museums', 'Arts & Entertainment']",Edinburgh,"112-116 Holyrood Road
Edinburgh EH8 8AS",18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,18:00,10:00,55.950631528148,-3.1743141844392997,Our Dynamic Earth,[],True,26,3.5,EDH,business
33529,33529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,2.0,,,,,,,yH9ir4281i2RHsXtfzghvg,"['Pubs', 'Bars', 'Nightlife']",Edinburgh,"260 Leith Walk
Leith
Edinburgh EH6 5EL",01:00,11:00,00:00,11:00,01:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,00:00,11:00,55.9662444,-3.1754854999999997,Balfours Bar,['Leith'],False,4,1.5,EDH,business
33530,33530,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,2.0,,False,,,True,,kRMmce-qdD06nm4ESno_3g,"['Food', 'Butcher']",Edinburgh,"97 Broughton Street
New Town
New Town
Edinburgh EH1 3RZ",17:30,08:00,17:30,08:00,17:00,08:00,,,17:30,08:00,17:30,08:00,17:30,08:00,55.9586667,-3.189777,Crombie's Of Edinburgh,['New Town'],True,44,5.0,EDH,business
33531,33531,True,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,False,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,False,True,,,,,,,average,,,True,False,False,False,False,False,2.0,outdoor,,False,,True,,8uMP4kv2Je6rM9ZNz0apGw,"['Pubs', 'Bars', 'Nightlife']",Edinburgh,"25-27 Greenside Place
Edinburgh EH1 3AA",01:00,12:00,00:00,12:00,01:00,12:00,00:00,12:30,00:00,12:00,00:00,12:00,00:00,12:00,55.955983200000006,-3.1849013999999998,Theatre Royal Bar,[],True,18,3.5,EDH,business
33532,33532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AzCkY5u4WRGyj33XIWK5FA,"['Food', 'Coffee & Tea']",Edinburgh,"204 Morrison Street
West End
Edinburgh EH3 8EA",,,,,,,,,,,,,,,55.946304500000004,-3.2135011,The Better Beverage Company,['West End'],True,3,5.0,EDH,business
33533,33533,True,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,71Jz93r-PIkXpAP9Od_YwA,"['Bars', 'Nightlife']",Edinburgh,"72-78 St Stephen Street
Stockbridge
Edinburgh EH3 5AQ",01:00,11:30,11:00,11:30,01:00,11:30,00:30,12:30,01:00,11:30,00:30,11:30,00:30,11:30,55.958281799999995,-3.2059125,The Antiquary,"['Stockbridge', 'New Town']",True,11,4.5,EDH,business
33534,33534,True,,,full_bar,False,False,False,False,False,False,False,False,False,,,,,,False,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,True,True,,False,True,,True,True,loud,,,False,False,False,False,False,False,2.0,outdoor,,,,False,,VxbK-VANsEOzqxTh_GzvzQ,"['Pubs', 'Bars', 'Nightlife']",Edinburgh,"9 Hunter Square
Newington
Edinburgh EH1 1QW",01:00,11:00,01:00,11:00,01:00,10:00,01:00,10:00,01:00,11:00,01:00,11:00,01:00,11:00,55.9496725,-3.187748,The Tron,"['Newington', 'Old Town', 'Royal Mile']",True,51,3.5,EDH,business
