,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,business_id
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,28.0,25.0,17.0,24.0,17.0,16.0,15.0,wjytooLlvPSyo8kvJ8UfQg
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,7.0,u8AHL_4-zkivi7NDv_oApg
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,yQMRUN3WlbZH-Fq__ubvXw
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,hPKGcV4eh-6uoWrQToMIjw
14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,31.0,42.0,39.0,31.0,38.0,31.0,2.0,30.0,L5cQjBQu6qnV_grmvk-drg
15,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,19.0,4.0,4.0,19.0,4.0,19.0,20.0,6.0,tAoUsufHhcTRZEBTwmC68g
16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,38.0,19.0,40.0,37.0,19.0,36.0,19.0,10.0,43.0,QopG-46G0EIeePT8q-4JtQ
17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,26.0,12.0,28.0,25.0,12.0,24.0,12.0,16.0,43.0,8RXIwWR34JunHKd00UU4wA
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,41.0,11.0,0.0,0.0,0.0,0.0,18.0,12.0,m9D6h0NRuVSQkFpyLZQcpQ
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,23.0,20.0,11.0,19.0,11.0,29.0,6.0,tHLEoHBZtjH1G_ONnKwRNg
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,1.0,1.0,19.0,1.0,19.0,27.0,41.0,vW_krCghxf4GYPRfkgZ06A
21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,34.0,4.0,1.0,35.0,1.0,35.0,10.0,50.0,NkyjMfpdpYBKIarzVqY6yw
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,30.0,42.0,39.0,30.0,38.0,30.0,18.0,22.0,FfCUl9Bqt3QrL0xtkPDQXg
23,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,14.0,4.0,4.0,14.0,4.0,14.0,21.0,40.0,KqgeyLdYbfsd9veyR6UGtw
24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,19.0,1.0,39.0,19.0,38.0,19.0,18.0,57.0,Nq_BMV7kyx9_C3w0Jip6CA
25,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,zBG2vQ0A6F5HQkv_aeWfAQ
26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,19.0,2.0,39.0,19.0,38.0,19.0,10.0,48.0,zpsDyx9wh7LYjtBLTpu_-w
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,y8ZHR3cH2Dm15gjwk3P87Q
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,-F1ktE7JM6vpIoF16CAyjQ
29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,21.0,4.0,4.0,21.0,4.0,21.0,18.0,64.0,QPsNlmETw14k-_RqX-RULw
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,19.0,4.0,4.0,19.0,4.0,19.0,2.0,8.0,pM4RA9OXTsJn7cR9ilsmQA
31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,21.0,4.0,4.0,21.0,4.0,21.0,2.0,60.0,rkk2gLhqB3P5lwaGeBiDqQ
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,19.0,28.0,25.0,19.0,24.0,19.0,18.0,4.0,AYobEbZ5JZ3WuEQaQnRXvQ
33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,29.0,12.0,31.0,28.0,13.0,27.0,13.0,10.0,59.0,NLjG1EDhI2Aa71ZoLFqbQQ
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,31.0,28.0,17.0,27.0,17.0,32.0,26.0,Rza-FztnKi8YfcSkn1KxgQ
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,4.0,1.0,19.0,1.0,19.0,5.0,4.0,yH9ir4281i2RHsXtfzghvg
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,28.0,26.0,12.0,25.0,12.0,10.0,44.0,kRMmce-qdD06nm4ESno_3g
37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,4.0,21.0,4.0,1.0,21.0,1.0,21.0,32.0,18.0,8uMP4kv2Je6rM9ZNz0apGw
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,AzCkY5u4WRGyj33XIWK5FA
39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,4.0,20.0,2.0,20.0,20.0,11.0,71Jz93r-PIkXpAP9Od_YwA
40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,19.0,4.0,4.0,19.0,4.0,19.0,11.0,51.0,VxbK-VANsEOzqxTh_GzvzQ
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,31.0,28.0,21.0,27.0,21.0,16.0,7.0,POabgnQCv-GgefKBD2BZoQ
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,Mpn6AsGRp_3q00Mzjt-pVA
43,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,34.0,38.0,35.0,34.0,34.0,34.0,20.0,13.0,r3QvCj1tsgASA90GBU3eVg
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,37.0,34.0,21.0,33.0,21.0,14.0,16.0,nqZXFkRTH_vsGvOzRVWI8g
45,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,20.0,44.0,37.0,20.0,36.0,20.0,10.0,36.0,u-JyVztsrx2f9sZKm5FvWQ
46,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,4.0,19.0,4.0,39.0,19.0,38.0,19.0,31.0,8.0,2Yd7GEhU7uqzraztlLpWKQ
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,30.0,4.0,4.0,30.0,4.0,30.0,12.0,13.0,-rwVxBOV0VNXB12of1N6hg
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,BMrC7D5ApOsxPGY_oqn7-w
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,XbTQWKfOaFmg9Q8p9q3iSQ
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,42.0,19.0,44.0,41.0,19.0,40.0,19.0,2.0,60.0,xFz5u2Tgv1RYmqYZ9kUFFQ
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,37.0,30.0,39.0,36.0,30.0,35.0,30.0,14.0,11.0,KSaSzOVyWSo4Ma0UkBd56A
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,21.0,4.0,39.0,21.0,38.0,21.0,10.0,8.0,5v2WUEmIPU8jTmOQ9xhcGA
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,VekKmagfcsfq0UOeX_7RPg
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,12.0,39.0,36.0,12.0,35.0,12.0,16.0,7.0,tw9LsOgI02DYT4L9Sr_quA
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,29.0,30.0,14.0,27.0,14.0,18.0,10.0,9mW3X0VkQ61QWlJWWSGs7g
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,13.0,11.0,8.0,11.0,8.0,31.0,28.0,e8wCD4XNCcxSeTSrAU6xLA
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,8.0,39.0,36.0,8.0,35.0,8.0,14.0,4.0,UmOeVhicD3cTepEDC6p4jw
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,tL5_K1Mxy_oddbUEjd-voQ
59,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,23.0,4.0,4.0,23.0,4.0,23.0,10.0,11.0,Rphay8MhjPIGMcSVVucB8w
60,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,37.0,21.0,39.0,36.0,21.0,35.0,21.0,10.0,31.0,WN2QUFWxIiTtUgW-oczrQg
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,12.0,28.0,25.0,12.0,24.0,12.0,16.0,3.0,jNftD8BQ41UX4AImsXSsjA
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,3JPBGbZ8cUreQqdEZmMqvQ
63,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,37.0,32.0,39.0,36.0,32.0,35.0,32.0,16.0,24.0,IImme8H_HNUNNbPeTQwT_Q
64,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,21.0,42.0,39.0,21.0,38.0,21.0,10.0,6.0,Yly8lmMDbqqznWJxpez2hA
65,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,4.0,21.0,4.0,39.0,21.0,38.0,21.0,16.0,22.0,01lSqf42wyNaiEmNgIrutg
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.0,28.0,25.0,17.0,24.0,17.0,16.0,60.0,-UwZsTF1q2xaSm4bI_Azqw
67,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,8.0,19.0,8.0,7.0,19.0,7.0,19.0,32.0,35.0,lSIyCvaWZl-Ex9y3r2nDPg
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,3.0,j_Osmk22IY88-f8Bzr3m-g
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,1.0,17.0,5.0,17.0,32.0,8.0,EDEZNi_8fgQnQK7U98pCeA
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,37.0,32.0,39.0,36.0,32.0,35.0,32.0,14.0,30.0,jgUtE_lFxqhMcG4ubWCQLg
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,7jqK8QfIj5PN2HFKgDKBfw
72,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,21.0,1.0,1.0,21.0,1.0,21.0,10.0,96.0,RTKYidJ6nmw0chY3K3zh2g
73,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,4.0,21.0,4.0,1.0,21.0,1.0,21.0,5.0,13.0,MQo3FnweaE37sEDoG7hU5w
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,17.0,28.0,25.0,17.0,24.0,17.0,18.0,14.0,0FlLe1SZKZqf5Tg9VK1-gQ
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,14.0,4.0,1.0,14.0,1.0,14.0,32.0,6.0,-Ub3g_uP6XqUtZwy5k8jPg
76,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,4.0,14.0,4.0,4.0,14.0,4.0,14.0,16.0,20.0,LrQlUZI63FLf6SjiiJbu5A
77,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,16_M0bA14jGcOE0hLmZK_w
78,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,19.0,4.0,1.0,19.0,1.0,19.0,18.0,23.0,kzy5m93T7mbZJe9heq4PUA
79,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,21.0,42.0,39.0,21.0,38.0,21.0,10.0,14.0,9lF6-JrS2PvTkw9KVxn3Yg
80,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,33.0,DIlh3Ta7-7tfjKL1apaYHw
81,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,23.0,12.0,27.0,22.0,12.0,21.0,12.0,5.0,12.0,mV2qIJvhYuHTI0_to25nrQ
82,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,10.0,4.0,4.0,10.0,4.0,10.0,5.0,22.0,VErgzjUEsusmil_DR4IYbw
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,30.0,42.0,39.0,30.0,38.0,30.0,18.0,8.0,5pA0bK3x-8TWzWzbZRUJew
84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,30.0,1.0,1.0,30.0,1.0,30.0,20.0,13.0,nEM1MVODyaZCWOg7Cya4EQ
85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,20.0,4.0,1.0,20.0,1.0,20.0,16.0,16.0,ZRYZBtiRjjYqA8ohMoRn-Q
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,31.0,32.0,14.0,27.0,14.0,10.0,9.0,OsupIEGpLkAXW9xIg90Ksg
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,30.0,2.0,2.0,30.0,2.0,30.0,10.0,6.0,Qey0hC4usZnGb2aP3Q-WpA
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,8.0,21.0,8.0,4.0,21.0,4.0,21.0,32.0,43.0,Z9NI8AJnZULUD_kQBXMKwg
89,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,42.0,33.0,44.0,41.0,33.0,40.0,33.0,16.0,148.0,4dIzmqGAhFIcuHfI8CySig
90,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,21.0,42.0,37.0,21.0,35.0,21.0,10.0,15.0,XyYSroXLSCtQIK0taL9-fw
91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,4.0,17.0,4.0,4.0,17.0,4.0,17.0,12.0,45.0,dXPmE2ncXbQTPBVNRODuNw
92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,21.0,4.0,4.0,21.0,4.0,21.0,10.0,18.0,vt-Oa0dmsDU2IYeX-Zg6fw
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,27.0,24.0,15.0,23.0,15.0,5.0,61.0,HSYVkG67Juu-G693xz2ViQ
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,6.0,33.0,30.0,8.0,29.0,8.0,10.0,10.0,uKZL5Rf1vVSabl9BUd_8tg
95,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,32.0,42.0,37.0,32.0,36.0,32.0,21.0,29.0,YYXSgf884lPO658lkh5QjQ
